timestamp,fee
1570752000,14413.04308322187
1570838400,14183.36976539104
1570924800,14280.33404803875
1571011200,14191.084244362883
1571097600,14391.165232042214
1571184000,14258.461623291063
1571270400,14180.263349281558
1571356800,14241.585959986909
1571443200,13944.332918983495
1571529600,14342.871590026763
1571616000,13905.44291410864
1571702400,14273.379913695851
1571788800,14411.26863524438
1571875200,13393.35356655828
1571961600,12911.364581018963
1572048000,13247.851404546047
1572134400,12880.723722114422
1572220800,12867.048223906439
1572307200,12472.402285042965
1572393600,12444.159505711286
1572480000,12711.613494751185
1572566400,12765.000052003588
1572652800,12578.37152793312
1572739200,12436.74127976873
1572825600,11849.233555214987
1572912000,10314.146611032616
1572998400,9455.74125739939
1573084800,9278.89500019888
1573171200,9465.360995533003
1573257600,9084.04910836924
1573344000,8847.727090314436
1573430400,8841.9248052155
1573516800,8592.524733681632
1573603200,8790.764339942676
1573689600,9072.584810426613
1573776000,9060.227406909093
1573862400,9090.163231174434
1573948800,9464.671153688687
1574035200,9164.16546653873
1574121600,9464.421916391537
1574208000,9261.987861012136
1574294400,9212.199931741336
1574380800,8499.48936675474
1574467200,7934.2263434538445
1574553600,8039.939707126055
1574640000,7238.410859465493
1574726400,7007.405215954155
1574812800,7008.6830411973
1574899200,7082.626090436676
1574985600,7226.939347404734
1575072000,7207.480554938682
1575158400,6852.55563885656
1575244800,7087.379987426254
1575331200,6549.9426588595925
1575417600,5615.266737208538
1575504000,5744.66273058935
1575590400,5751.043494886629
1575676800,5619.6987899271435
1575763200,5038.485802116034
1575849600,4984.339047090141
1575936000,5040.708901247403
1576022400,5014.700265054124
1576108800,4901.034666297151
1576195200,4851.812604268391
1576281600,4512.167793175158
1576368000,4391.620948724718
1576454400,4453.469005523401
1576540800,4132.259055707901
1576627200,4010.492680739979
1576713600,4110.821441456772
1576800000,4262.351389849707
1576886400,4354.05742142147
1576972800,4408.8251184782575
1577059200,4354.779363690428
1577145600,4442.032845929078
1577232000,4627.389570109939
1577318400,4358.6245496785605
1577404800,4602.021610117367
1577491200,4537.341175359717
1577577600,4452.798694573493
1577664000,4563.569017303947
1577750400,4681.198119948278
1577836800,4590.12193677433
1577923200,5132.715641013359
1578009600,5935.754264439964
1578096000,5998.1210513524165
1578182400,5981.259248264552
1578268800,6055.272623976913
1578355200,5994.91169755947
1578441600,6597.4934783679
1578528000,6883.186687621236
1578614400,7453.575647892614
1578700800,7454.044643578497
1578787200,7461.207602922625
1578873600,7491.839829121752
1578960000,7694.386836056283
1579046400,7882.433946305037
1579132800,7877.448230998204
1579219200,7631.420171133087
1579305600,7774.793637978741
1579392000,7840.881349962096
1579478400,8006.151973653666
1579564800,8166.371497719112
1579651200,7896.826214363434
1579737600,6994.930685632099
1579824000,6493.851564421904
1579910400,6501.485397706237
1579996800,6929.925766882796
1580083200,7527.889628902916
1580169600,7517.5142253158065
1580256000,7770.387493560369
1580342400,7726.5928575479975
1580428800,7903.443342227903
1580515200,7705.677053534473
1580601600,7695.827954356441
1580688000,7664.47753083085
1580774400,8001.818801171145
1580860800,8229.986488099043
1580947200,8616.525104693903
1581033600,8928.174740731298
1581120000,8868.450753992365
1581206400,8456.371473077501
1581292800,8573.244623582526
1581379200,8705.895565429877
1581465600,8753.765550059878
1581552000,8615.833283685775
1581638400,8815.863912596613
1581724800,9175.758966110207
1581811200,9513.224149359346
1581897600,9170.261986356709
1581984000,9137.534301700523
1582070400,10281.675514194516
1582156800,10747.010151827624
1582243200,10944.282035908662
1582329600,11312.118769327224
1582416000,10878.227576836513
1582502400,10630.297919272693
1582588800,10754.52394271679
1582675200,10745.313730992104
1582761600,10623.61573820026
1582848000,10961.273182627136
1582934400,10900.951105761682
1583020800,10890.597297887205
1583107200,11176.51437877809
1583193600,11031.1299375134
1583280000,11069.849125661234
1583366400,11225.18346252201
1583452800,10880.16941391787
1583539200,9995.304266854679
1583625600,9998.108093020754
1583712000,9565.42030141233
1583798400,9259.562688106857
1583884800,8191.099921861636
1583971200,10797.721974597733
1584057600,12484.611016140028
1584144000,6896.005889149105
1584230400,5445.4049498607565
1584316800,6752.346229665194
1584403200,6459.568855313984
1584489600,4682.3815147043615
1584576000,3574.4145995354725
1584662400,3658.7859055367053
1584748800,3152.747540020301
1584835200,2714.706417908404
1584921600,2688.8888113941825
1585008000,2563.911061576167
1585094400,2594.356999174587
1585180800,2675.605254590819
1585267200,2769.3434905958707
1585353600,2787.5697006975156
1585440000,2838.5180237157574
1585526400,2811.846090675389
1585612800,2773.289348666614
1585699200,2757.95708317552
1585785600,2715.686176153152
1585872000,2754.4277500839203
1585958400,2680.187616072559
1586044800,2662.5223346513994
1586131200,2198.802379129716
1586217600,896.4511647487659
1586304000,985.5592218086266
1586390400,981.0095101893461
1586476800,998.7860933739772
1586563200,984.3020260726443
1586649600,1015.9862949115252
1586736000,995.7662912646509
1586822400,999.751212756861
1586908800,995.9136159650252
1586995200,1015.6355189723322
1587081600,1147.452745386082
1587168000,2606.9528117920763
1587254400,3622.0855744834266
1587340800,6336.17962154962
1587427200,5304.951620462358
1587513600,3692.3757789033734
1587600000,1668.9167815309384
1587686400,2234.9501172371956
1587772800,2412.353912703537
1587859200,2158.506547485591
1587945600,2110.429499454883
1588032000,2163.8308446211154
1588118400,2014.010503473553
1588204800,1785.3708011495971
1588291200,2724.320181879889
1588377600,3288.252023074443
1588464000,1448.5829034089363
1588550400,1433.7442228613484
