timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-01-26T00:00:00.000Z";"2024-01-26T23:59:59.999Z";"2024-01-26T23:59:00.000Z";"2024-01-26T01:19:00.000Z";"2781";53.6887262207;54.8089278607;53.2098740998;54.8089278607;30467620.24;442288131.39;"2024-01-26T23:59:59.999Z"
"2024-01-25T00:00:00.000Z";"2024-01-25T23:59:59.999Z";"2024-01-25T23:59:00.000Z";"2024-01-25T17:11:00.000Z";"2781";52.9798263322;53.6885321157;51.8449309916;53.6885321157;31435621.62;433246143.12;"2024-01-25T23:59:59.999Z"
"2024-01-24T00:00:00.000Z";"2024-01-24T23:59:59.999Z";"2024-01-24T10:54:00.000Z";"2024-01-24T03:29:00.000Z";"2781";51.8898217936;53.810891211;51.2503729279;52.9722455283;38433629.89;427465926.15;"2024-01-24T23:59:59.999Z"
"2024-01-23T00:00:00.000Z";"2024-01-23T23:59:59.999Z";"2024-01-23T06:37:00.000Z";"2024-01-23T14:25:00.000Z";"2781";52.2305079059;53.2319004349;49.7289265293;51.8898217936;50291578.23;418725746.37;"2024-01-23T23:59:59.999Z"
"2024-01-22T00:00:00.000Z";"2024-01-22T23:59:59.999Z";"2024-01-22T08:01:00.000Z";"2024-01-22T19:44:00.000Z";"2781";54.343116601;55.4211143438;52.1261914229;52.2293572066;42240321.13;421460700.53;"2024-01-22T23:59:59.999Z"
"2024-01-21T00:00:00.000Z";"2024-01-21T23:59:59.999Z";"2024-01-21T03:18:00.000Z";"2024-01-21T23:59:00.000Z";"2781";56.7833133489;57.2611760764;54.3307853366;54.3307853366;32883745.34;438400838.23;"2024-01-21T23:59:59.999Z"
"2024-01-20T00:00:00.000Z";"2024-01-20T23:59:59.999Z";"2024-01-20T07:14:00.000Z";"2024-01-20T15:06:00.000Z";"2781";57.5850685025;59.7323356362;56.2556817575;56.7833935591;49067452.53;458188309.55;"2024-01-20T23:59:59.999Z"
"2024-01-19T00:00:00.000Z";"2024-01-19T23:59:59.999Z";"2024-01-19T23:17:00.000Z";"2024-01-19T01:32:00.000Z";"2781";54.1921286642;57.5887350538;53.62798925;57.5821919151;55130705.34;464632634.86;"2024-01-19T23:59:59.999Z"
"2024-01-18T00:00:00.000Z";"2024-01-18T23:59:59.999Z";"2024-01-18T10:32:00.000Z";"2024-01-18T20:02:00.000Z";"2781";55.5788753938;57.1655654223;53.3778797361;54.1940827583;55312167.31;437288457.51;"2024-01-18T23:59:59.999Z"
"2024-01-17T00:00:00.000Z";"2024-01-17T23:59:59.999Z";"2024-01-17T02:48:00.000Z";"2024-01-17T17:08:00.000Z";"2781";56.3915315282;56.5728118863;54.6695516799;55.5810155667;39123822.43;448445137.28;"2024-01-17T23:59:59.999Z"
"2024-01-16T00:00:00.000Z";"2024-01-16T23:59:59.999Z";"2024-01-16T08:47:00.000Z";"2024-01-16T18:59:00.000Z";"2781";57.3835454758;59.3308759673;55.3442914981;56.3922963486;62117615;454990031.95;"2024-01-16T23:59:59.999Z"
"2024-01-15T00:00:00.000Z";"2024-01-15T23:59:59.999Z";"2024-01-15T01:41:00.000Z";"2024-01-15T16:02:00.000Z";"2781";57.7664653428;59.4267080473;56.7847748473;57.3938805187;53418370.44;463070194.24;"2024-01-15T23:59:59.999Z"
"2024-01-14T00:00:00.000Z";"2024-01-14T23:59:59.999Z";"2024-01-14T15:31:00.000Z";"2024-01-14T09:23:00.000Z";"2781";58.7710627168;61.5071976954;56.3262797343;57.7688140938;72778272.6;466050614.42;"2024-01-14T23:59:59.999Z"
"2024-01-13T00:00:00.000Z";"2024-01-13T23:59:59.999Z";"2024-01-13T20:52:00.000Z";"2024-01-13T01:15:00.000Z";"2781";52.7498119134;60.3115085229;51.5052982918;58.7610908508;81083045.69;474055013.06;"2024-01-13T23:59:59.999Z"
"2024-01-12T00:00:00.000Z";"2024-01-12T23:59:59.999Z";"2024-01-12T12:26:00.000Z";"2024-01-12T22:32:00.000Z";"2781";55.725700693;56.8378359492;51.4620311724;52.7386038326;52969876.86;425460701.98;"2024-01-12T23:59:59.999Z"
"2024-01-11T00:00:00.000Z";"2024-01-11T23:59:59.999Z";"2024-01-11T14:53:00.000Z";"2024-01-11T00:13:00.000Z";"2781";53.4655170398;56.9263521092;53.2583070276;55.724406045;61625712.66;449361461.55;"2024-01-11T23:59:59.999Z"
"2024-01-10T00:00:00.000Z";"2024-01-10T23:59:59.999Z";"2024-01-10T23:21:00.000Z";"2024-01-10T12:59:00.000Z";"2781";49.9501282322;54.4909417086;49.5105730045;53.4522781475;69170340.88;431036558.45;"2024-01-10T23:59:59.999Z"
"2024-01-09T00:00:00.000Z";"2024-01-09T23:59:59.999Z";"2024-01-09T00:14:00.000Z";"2024-01-09T21:01:00.000Z";"2781";50.7863598447;50.8978908561;47.7226783763;49.9485091984;48737927.39;402781949.11;"2024-01-09T23:59:59.999Z"
"2024-01-08T00:00:00.000Z";"2024-01-08T23:59:59.999Z";"2024-01-08T23:24:00.000Z";"2024-01-08T03:29:00.000Z";"2781";48.0351745222;50.8943728268;45.3495515105;50.7823170406;51169100.26;409485156.33;"2024-01-08T23:59:59.999Z"
"2024-01-07T00:00:00.000Z";"2024-01-07T23:59:59.999Z";"2024-01-07T06:24:00.000Z";"2024-01-07T23:44:00.000Z";"2781";50.4288713061;51.222770226;47.7592206088;48.0327144274;41047803.42;387305316.45;"2024-01-07T23:59:59.999Z"
"2024-01-06T00:00:00.000Z";"2024-01-06T23:59:59.999Z";"2024-01-06T00:01:00.000Z";"2024-01-06T06:58:00.000Z";"2781";52.1051051315;52.1550730872;48.9061282642;50.4259546312;45874419.07;406600839.52;"2024-01-06T23:59:59.999Z"
"2024-01-05T00:00:00.000Z";"2024-01-05T23:59:59.999Z";"2024-01-05T01:08:00.000Z";"2024-01-05T17:11:00.000Z";"2781";53.3778916597;53.9530055573;50.2280052181;52.1006782825;56715778.64;420083744.7;"2024-01-05T23:59:59.999Z"
"2024-01-04T00:00:00.000Z";"2024-01-04T23:59:59.999Z";"2024-01-04T05:47:00.000Z";"2024-01-04T01:30:00.000Z";"2781";52.5637706294;54.1794679667;52.4801546724;53.3801940311;58030590.1;430394261.07;"2024-01-04T23:59:59.999Z"
"2024-01-03T00:00:00.000Z";"2024-01-03T23:59:59.999Z";"2024-01-03T09:49:00.000Z";"2024-01-03T12:13:00.000Z";"2781";58.824087963;60.4256577624;49.2962345219;52.5605224219;81069200.46;423757694.02;"2024-01-03T23:59:59.999Z"
"2024-01-02T00:00:00.000Z";"2024-01-02T23:59:59.999Z";"2024-01-02T02:46:00.000Z";"2024-01-02T21:11:00.000Z";"2781";61.2598285557;61.9800636383;58.490507987;58.8201705652;52497263.38;474207940.77;"2024-01-02T23:59:59.999Z"
"2024-01-01T00:00:00.000Z";"2024-01-01T23:59:59.999Z";"2024-01-01T18:47:00.000Z";"2024-01-01T04:23:00.000Z";"2781";57.3851901399;62.1903395758;56.8832111459;61.2547759262;51445494.82;493755704.28;"2024-01-01T23:59:59.999Z"
"2023-12-31T00:00:00.000Z";"2023-12-31T23:59:59.999Z";"2023-12-31T12:30:00.000Z";"2023-12-31T22:55:00.000Z";"2781";58.4764276412;59.9374921115;56.9662172998;57.3493706696;42447580.77;462272537.44;"2023-12-31T23:59:59.999Z"
"2023-12-30T00:00:00.000Z";"2023-12-30T23:59:59.999Z";"2023-12-30T01:34:00.000Z";"2023-12-30T22:55:00.000Z";"2781";59.8385152903;60.8406681402;58.2725482938;58.4846627458;42227809.93;471406844.52;"2023-12-30T23:59:59.999Z"
"2023-12-29T00:00:00.000Z";"2023-12-29T23:59:59.999Z";"2023-12-29T14:21:00.000Z";"2023-12-29T22:23:00.000Z";"2781";62.1858133704;63.1827075833;58.7439168716;59.8324758657;58934225.14;482259558.16;"2023-12-29T23:59:59.999Z"
"2023-12-28T00:00:00.000Z";"2023-12-28T23:59:59.999Z";"2023-12-28T04:29:00.000Z";"2023-12-28T14:47:00.000Z";"2781";63.8132033175;68.2260528759;61.0706424057;62.1837139854;90682134.23;501206352.97;"2023-12-28T23:59:59.999Z"
"2023-12-27T00:00:00.000Z";"2023-12-27T23:59:59.999Z";"2023-12-27T09:31:00.000Z";"2023-12-27T03:34:00.000Z";"2781";63.067653691;64.7192942066;60.211987731;63.7901468985;79825303.14;514125793.29;"2023-12-27T23:59:59.999Z"
"2023-12-26T00:00:00.000Z";"2023-12-26T23:59:59.999Z";"2023-12-26T23:28:00.000Z";"2023-12-26T06:05:00.000Z";"2781";57.9662879235;63.7022697477;56.2559256218;63.066826536;90856731.17;508284810.04;"2023-12-26T23:59:59.999Z"
"2023-12-25T00:00:00.000Z";"2023-12-25T23:59:59.999Z";"2023-12-25T06:54:00.000Z";"2023-12-25T02:40:00.000Z";"2781";57.0613237092;60.4440181029;56.2309606543;57.9798567918;70706189.43;467279463.51;"2023-12-25T23:59:59.999Z"
"2023-12-24T00:00:00.000Z";"2023-12-24T23:59:59.999Z";"2023-12-24T18:29:00.000Z";"2023-12-24T05:43:00.000Z";"2781";55.0179564045;59.0429913705;53.2771702039;57.0760008959;80387573.39;459974078.03;"2023-12-24T23:59:59.999Z"
"2023-12-23T00:00:00.000Z";"2023-12-23T23:59:59.999Z";"2023-12-23T22:10:00.000Z";"2023-12-23T08:34:00.000Z";"2781";53.6534808212;55.7068381469;52.0483829524;55.0184285377;50092022.9;443372117.21;"2023-12-23T23:59:59.999Z"
"2023-12-22T00:00:00.000Z";"2023-12-22T23:59:59.999Z";"2023-12-22T23:40:00.000Z";"2023-12-22T07:30:00.000Z";"2781";52.0863493287;53.8028295793;51.3966666822;53.6541802349;43515080.1;431924815.81;"2023-12-22T23:59:59.999Z"
"2023-12-21T00:00:00.000Z";"2023-12-21T23:59:59.999Z";"2023-12-21T23:59:00.000Z";"2023-12-21T02:10:00.000Z";"2781";50.2668758943;52.0865313674;49.918798771;52.0865313674;38889984.48;419289862.47;"2023-12-21T23:59:59.999Z"
"2023-12-20T00:00:00.000Z";"2023-12-20T23:59:59.999Z";"2023-12-20T14:35:00.000Z";"2023-12-20T02:12:00.000Z";"2781";49.8042157996;51.7925650584;49.6037644373;50.2614990097;38827978.18;404591420.24;"2023-12-20T23:59:59.999Z"
"2023-12-19T00:00:00.000Z";"2023-12-19T23:59:59.999Z";"2023-12-19T02:10:00.000Z";"2023-12-19T18:15:00.000Z";"2781";50.5329630037;51.5303448494;49.2009161924;49.8052241752;37173353.37;400884040.87;"2023-12-19T23:59:59.999Z"
"2023-12-18T00:00:00.000Z";"2023-12-18T23:59:59.999Z";"2023-12-18T01:18:00.000Z";"2023-12-18T10:40:00.000Z";"2781";50.7178459288;51.3474051257;48.0771467633;50.5330136678;45128149.77;406726854.62;"2023-12-18T23:59:59.999Z"
"2023-12-17T00:00:00.000Z";"2023-12-17T23:59:59.999Z";"2023-12-17T02:10:00.000Z";"2023-12-17T23:36:00.000Z";"2781";53.2276295873;53.5829794463;50.529183641;50.7267239511;44178768.01;408281183.03;"2023-12-17T23:59:59.999Z"
"2023-12-16T00:00:00.000Z";"2023-12-16T23:59:59.999Z";"2023-12-16T21:04:00.000Z";"2023-12-16T00:41:00.000Z";"2781";50.565946495;53.6322525357;50.4957197196;53.2243727056;50597160.45;428382619.13;"2023-12-16T23:59:59.999Z"
"2023-12-15T00:00:00.000Z";"2023-12-15T23:59:59.999Z";"2023-12-15T14:05:00.000Z";"2023-12-15T23:42:00.000Z";"2781";51.949706818;55.1128620917;50.4386471988;50.5634766637;80230366.39;406856717.5;"2023-12-15T23:59:59.999Z"
"2023-12-14T00:00:00.000Z";"2023-12-14T23:59:59.999Z";"2023-12-14T21:28:00.000Z";"2023-12-14T13:34:00.000Z";"2781";50.9159522666;52.2521146836;49.51900417;51.9455377579;51838571.08;417966095.42;"2023-12-14T23:59:59.999Z"
"2023-12-13T00:00:00.000Z";"2023-12-13T23:59:59.999Z";"2023-12-13T22:17:00.000Z";"2023-12-13T07:02:00.000Z";"2781";50.9735502112;51.3739896634;48.8423942711;50.9121572657;48585951.28;409640254.13;"2023-12-13T23:59:59.999Z"
"2023-12-12T00:00:00.000Z";"2023-12-12T23:59:59.999Z";"2023-12-12T03:19:00.000Z";"2023-12-12T17:37:00.000Z";"2781";50.5106224005;51.8912521339;49.8008820848;50.9818490929;41861142.83;410184682.95;"2023-12-12T23:59:59.999Z"
"2023-12-11T00:00:00.000Z";"2023-12-11T23:59:59.999Z";"2023-12-11T00:11:00.000Z";"2023-12-11T18:32:00.000Z";"2781";55.6575327187;56.0487990548;49.1482318973;50.5128685279;64634214.01;406411087.79;"2023-12-11T23:59:59.999Z"
"2023-12-10T00:00:00.000Z";"2023-12-10T23:59:59.999Z";"2023-12-10T21:02:00.000Z";"2023-12-10T10:01:00.000Z";"2781";54.8520800793;56.6034775695;53.8632301608;55.6580356596;51804549.37;447788291.5;"2023-12-10T23:59:59.999Z"
"2023-12-09T00:00:00.000Z";"2023-12-09T23:59:59.999Z";"2023-12-09T08:23:00.000Z";"2023-12-09T23:37:00.000Z";"2781";55.376072339;57.1235616243;54.4724010452;54.8403894979;68420514.88;441192336.06;"2023-12-09T23:59:59.999Z"
"2023-12-08T00:00:00.000Z";"2023-12-08T23:59:59.999Z";"2023-12-08T23:48:00.000Z";"2023-12-08T01:17:00.000Z";"2781";52.8456933904;55.4258952516;52.6926763811;55.3756111547;68317157.87;445491873.2;"2023-12-08T23:59:59.999Z"
"2023-12-07T00:00:00.000Z";"2023-12-07T23:59:59.999Z";"2023-12-07T21:59:00.000Z";"2023-12-07T09:31:00.000Z";"2781";50.6578007038;52.9456268616;50.1939887684;52.8491791255;61270406.85;424145014.71;"2023-12-07T23:59:59.999Z"
"2023-12-06T00:00:00.000Z";"2023-12-06T23:59:59.999Z";"2023-12-06T01:16:00.000Z";"2023-12-06T11:37:00.000Z";"2781";52.479521814;53.3044068002;50.2885605504;50.6477772261;88533418.96;406460498.1;"2023-12-06T23:59:59.999Z"
"2023-12-05T00:00:00.000Z";"2023-12-05T23:59:59.999Z";"2023-12-05T21:25:00.000Z";"2023-12-05T08:46:00.000Z";"2781";51.0885426182;53.1822531702;49.6496453204;52.4751432105;141728342.5;421116318.27;"2023-12-05T23:59:59.999Z"
"2023-12-04T00:00:00.000Z";"2023-12-04T23:59:59.999Z";"2023-12-04T09:10:00.000Z";"2023-12-04T14:34:00.000Z";"2781";51.1794700895;52.973302144;49.6021036857;51.0868618863;97831615.49;409974042.33;"2023-12-04T23:59:59.999Z"
"2023-12-03T00:00:00.000Z";"2023-12-03T23:59:59.999Z";"2023-12-03T02:14:00.000Z";"2023-12-03T21:17:00.000Z";"2781";52.2978380443;52.568945516;50.8251745088;51.1754284641;44113488.62;410669100.36;"2023-12-03T23:59:59.999Z"
"2023-12-02T00:00:00.000Z";"2023-12-02T23:59:59.999Z";"2023-12-02T22:04:00.000Z";"2023-12-02T00:34:00.000Z";"2781";51.4300975476;52.4132485372;51.4122295616;52.3012441813;44328446.41;419702391.38;"2023-12-02T23:59:59.999Z"
"2023-12-01T00:00:00.000Z";"2023-12-01T23:59:59.999Z";"2023-12-01T09:27:00.000Z";"2023-12-01T00:39:00.000Z";"2781";50.6199823007;51.6826009328;50.3861289655;51.4271819786;41815278.11;412648630.14;"2023-12-01T23:59:59.999Z"
"2023-11-30T00:00:00.000Z";"2023-11-30T23:59:59.999Z";"2023-11-30T04:15:00.000Z";"2023-11-30T23:20:00.000Z";"2781";51.2253469455;51.7419528033;50.4537463371;50.614796801;45068423.08;406113678.47;"2023-11-30T23:59:59.999Z"
"2023-11-29T00:00:00.000Z";"2023-11-29T23:59:59.999Z";"2023-11-29T09:22:00.000Z";"2023-11-29T16:40:00.000Z";"2781";51.2595938291;52.0142493677;50.2780885926;51.2241937342;90224071.29;411000904.01;"2023-11-29T23:59:59.999Z"
"2023-11-28T00:00:00.000Z";"2023-11-28T23:59:59.999Z";"2023-11-28T17:58:00.000Z";"2023-11-28T06:08:00.000Z";"2781";50.9371693556;51.9779920287;50.1548328521;51.260155179;72994156.5;411288281.68;"2023-11-28T23:59:59.999Z"
"2023-11-27T00:00:00.000Z";"2023-11-27T23:59:59.999Z";"2023-11-27T00:35:00.000Z";"2023-11-27T20:34:00.000Z";"2781";52.6635322402;52.8793489783;49.8054673792;50.9355849884;83786192.13;408670473.18;"2023-11-27T23:59:59.999Z"
"2023-11-26T00:00:00.000Z";"2023-11-26T23:59:59.999Z";"2023-11-26T07:41:00.000Z";"2023-11-26T16:38:00.000Z";"2781";53.3265753804;54.9422847708;51.5968722034;52.6672256986;87022974.57;422560983.58;"2023-11-26T23:59:59.999Z"
"2023-11-25T00:00:00.000Z";"2023-11-25T23:59:59.999Z";"2023-11-25T14:00:00.000Z";"2023-11-25T00:09:00.000Z";"2781";51.24578007;54.4227327482;51.1519492766;53.3216083393;60309587.75;427790474.76;"2023-11-25T23:59:59.999Z"
"2023-11-24T00:00:00.000Z";"2023-11-24T23:59:59.999Z";"2023-11-24T16:18:00.000Z";"2023-11-24T22:16:00.000Z";"2781";51.4125978495;52.638625537;51.0787462665;51.2476325482;45488071.15;411138041.2;"2023-11-24T23:59:59.999Z"
"2023-11-23T00:00:00.000Z";"2023-11-23T23:59:59.999Z";"2023-11-23T10:34:00.000Z";"2023-11-23T01:01:00.000Z";"2781";50.4607397994;51.7169831551;50.1706215744;51.4112917665;41956259.62;412392052.7;"2023-11-23T23:59:59.999Z"
"2023-11-22T00:00:00.000Z";"2023-11-22T23:59:59.999Z";"2023-11-22T21:16:00.000Z";"2023-11-22T00:01:00.000Z";"2781";47.4969377676;51.15167927;47.3143644574;50.4643108465;55090408.57;404757628.71;"2023-11-22T23:59:59.999Z"
"2023-11-21T00:00:00.000Z";"2023-11-21T23:59:59.999Z";"2023-11-21T01:49:00.000Z";"2023-11-21T23:04:00.000Z";"2781";51.2061058253;52.1049921362;47.0040320233;47.504902264;68737754.48;381082549.36;"2023-11-21T23:59:59.999Z"
"2023-11-20T00:00:00.000Z";"2023-11-20T23:59:59.999Z";"2023-11-20T11:17:00.000Z";"2023-11-20T21:22:00.000Z";"2781";52.50910723;53.5127133751;50.8059359795;51.2074034896;46730051.55;410728813.22;"2023-11-20T23:59:59.999Z"
"2023-11-19T00:00:00.000Z";"2023-11-19T23:59:59.999Z";"2023-11-19T23:49:00.000Z";"2023-11-19T01:43:00.000Z";"2781";51.010377171;52.5733563438;49.9354369644;52.5065094537;40475892.72;415897201.29;"2023-11-19T23:59:59.999Z"
"2023-11-18T00:00:00.000Z";"2023-11-18T23:59:59.999Z";"2023-11-18T00:11:00.000Z";"2023-11-18T07:08:00.000Z";"2781";52.5242262174;52.5966925206;48.8009116025;51.00070006;52168522.16;403955535.4;"2023-11-18T23:59:59.999Z"
"2023-11-17T00:00:00.000Z";"2023-11-17T23:59:59.999Z";"2023-11-17T02:07:00.000Z";"2023-11-17T16:07:00.000Z";"2781";53.7178687549;55.0823514476;50.4823988834;52.5223365283;59410471.03;416004194.59;"2023-11-17T23:59:59.999Z"
"2023-11-16T00:00:00.000Z";"2023-11-16T23:59:59.999Z";"2023-11-16T00:53:00.000Z";"2023-11-16T19:26:00.000Z";"2781";57.8913028847;58.5683342576;52.5552364192;53.7226889047;84548056.21;425497643.29;"2023-11-16T23:59:59.999Z"
"2023-11-15T00:00:00.000Z";"2023-11-15T23:59:59.999Z";"2023-11-15T15:25:00.000Z";"2023-11-15T00:00:00.000Z";"2781";52.1001739488;58.9929382575;52.1001739488;57.8978687719;103326337.97;458547376.8;"2023-11-15T23:59:59.999Z"
"2023-11-14T00:00:00.000Z";"2023-11-14T23:59:59.999Z";"2023-11-14T15:02:00.000Z";"2023-11-14T00:22:00.000Z";"2781";51.5796360153;55.2322755042;50.423941987;52.1029593416;76006552.87;412637417.87;"2023-11-14T23:59:59.999Z"
"2023-11-13T00:00:00.000Z";"2023-11-13T23:59:59.999Z";"2023-11-13T01:47:00.000Z";"2023-11-13T21:38:00.000Z";"2781";54.4981724636;56.2999891216;51.5474224988;51.5974019788;69091910.51;408616460.4;"2023-11-13T23:59:59.999Z"
"2023-11-12T00:00:00.000Z";"2023-11-12T23:59:59.999Z";"2023-11-12T07:49:00.000Z";"2023-11-12T00:52:00.000Z";"2781";54.7126402104;55.8142110906;52.4586451272;54.5093328892;64926190.47;431658959.66;"2023-11-12T23:59:59.999Z"
"2023-11-11T00:00:00.000Z";"2023-11-11T23:59:59.999Z";"2023-11-11T17:06:00.000Z";"2023-11-11T04:32:00.000Z";"2781";55.109601354;57.4734093703;52.3014409492;54.7212970746;81276143.23;433336344.44;"2023-11-11T23:59:59.999Z"
"2023-11-10T00:00:00.000Z";"2023-11-10T23:59:59.999Z";"2023-11-10T23:22:00.000Z";"2023-11-10T14:32:00.000Z";"2781";54.35327346;55.2619797384;51.9441152807;55.1074438977;79237901.08;436382366.77;"2023-11-10T23:59:59.999Z"
"2023-11-09T00:00:00.000Z";"2023-11-09T23:59:59.999Z";"2023-11-09T15:43:00.000Z";"2023-11-09T16:43:00.000Z";"2781";52.5729485491;57.8712611318;49.7274310921;54.3548182812;124711179.11;430380065.49;"2023-11-09T23:59:59.999Z"
"2023-11-08T00:00:00.000Z";"2023-11-08T23:59:59.999Z";"2023-11-08T11:00:00.000Z";"2023-11-08T00:40:00.000Z";"2781";51.3260889527;53.1046260209;50.8072914069;52.5815653124;49072267.07;416339047.23;"2023-11-08T23:59:59.999Z"
"2023-11-07T00:00:00.000Z";"2023-11-07T23:59:59.999Z";"2023-11-07T05:02:00.000Z";"2023-11-07T15:48:00.000Z";"2781";51.6777978249;54.2385971506;50.018634791;51.3270723729;89381437.22;406337661.42;"2023-11-07T23:59:59.999Z"
"2023-11-06T00:00:00.000Z";"2023-11-06T23:59:59.999Z";"2023-11-06T11:53:00.000Z";"2023-11-06T05:32:00.000Z";"2781";49.8730276639;52.0029118703;48.9121228743;51.6781567543;49978458.27;409105001.06;"2023-11-06T23:59:59.999Z"
"2023-11-05T00:00:00.000Z";"2023-11-05T23:59:59.999Z";"2023-11-05T12:13:00.000Z";"2023-11-05T00:18:00.000Z";"2781";48.4978700197;50.7939150634;48.257779866;49.8799151465;58447905.73;394863067;"2023-11-05T23:59:59.999Z"
"2023-11-04T00:00:00.000Z";"2023-11-04T23:59:59.999Z";"2023-11-04T13:28:00.000Z";"2023-11-04T01:39:00.000Z";"2781";47.0123338835;49.1361372663;46.6328214859;48.4935211087;35554635.39;383865312.99;"2023-11-04T23:59:59.999Z"
"2023-11-03T00:00:00.000Z";"2023-11-03T23:59:59.999Z";"2023-11-03T23:04:00.000Z";"2023-11-03T01:23:00.000Z";"2781";46.9508966073;47.1384408785;45.1953090524;47.0113468079;38611286.8;372132425.36;"2023-11-03T23:59:59.999Z"
"2023-11-02T00:00:00.000Z";"2023-11-02T23:59:59.999Z";"2023-11-02T02:56:00.000Z";"2023-11-02T16:34:00.000Z";"2781";48.2369289102;51.9268621885;46.1718174618;46.9504210896;83867807.63;371529299.1;"2023-11-02T23:59:59.999Z"
"2023-11-01T00:00:00.000Z";"2023-11-01T23:59:59.999Z";"2023-11-01T23:59:00.000Z";"2023-11-01T10:57:00.000Z";"2781";45.8138734956;48.2217779351;44.1055169659;48.2217779351;55156700.36;381548389.51;"2023-11-01T23:59:59.999Z"
"2023-10-31T00:00:00.000Z";"2023-10-31T23:59:59.999Z";"2023-10-31T00:46:00.000Z";"2023-10-31T15:47:00.000Z";"2781";47.2794228736;47.9202837126;44.8299232186;45.8189030489;49766481.01;362532574.88;"2023-10-31T23:59:59.999Z"
"2023-10-30T00:00:00.000Z";"2023-10-30T23:59:59.999Z";"2023-10-30T10:46:00.000Z";"2023-10-30T17:22:00.000Z";"2781";47.1179365731;47.6859096769;46.0768314664;47.2800768737;37879761.29;374061626.56;"2023-10-30T23:59:59.999Z"
"2023-10-29T00:00:00.000Z";"2023-10-29T23:59:59.999Z";"2023-10-29T17:44:00.000Z";"2023-10-29T04:09:00.000Z";"2781";46.1953511766;47.6930316574;45.4536844371;47.1175472842;31060683.84;372772588.96;"2023-10-29T23:59:59.999Z"
