symbol,funding_centrality,borrowing_centrality,date
cETH,0.1692210716192928,0.9672455011801734,2019-10-12
cREP,0.005999312941265858,0.02279137085850484,2019-10-12
cSAI,0.7996563777216193,0.0386513214140184,2019-10-12
cUSDC,0.5695274679761264,0.24866187013228647,2019-10-12
cWBTC,0.010464759909927577,-0.0,2019-10-12
cZRX,0.08576317394271976,0.02218720041792727,2019-10-12
cBAT,0.007017537582895557,0.009748942366950019,2019-10-13
cETH,0.17106869776991782,0.9671162074339014,2019-10-13
cREP,0.0058790463237113925,0.022933899765388167,2019-10-13
cSAI,0.7985736472137647,0.03842756608661711,2019-10-13
cUSDC,0.5746099208348123,0.24915042714340427,2019-10-13
cWBTC,0.010415035085090455,-0.0,2019-10-13
cZRX,0.05144693889818447,0.022641168297195126,2019-10-13
cBAT,0.007444388496275891,0.010081962320008332,2019-10-14
cETH,0.17381650398566725,0.9660992609149004,2019-10-14
cREP,0.005804055455590189,0.02330731487255594,2019-10-14
cSAI,0.8031937780774112,0.03995293171048873,2019-10-14
cUSDC,0.5693799541914231,0.2527428830041219,2019-10-14
cWBTC,0.010564450406565656,-0.0,2019-10-14
cZRX,0.01653275454060922,0.023068149197424236,2019-10-14
cBAT,0.0077411516654607125,0.010313369236353401,2019-10-15
cETH,0.16979075250452152,0.9673399144427053,2019-10-15
cREP,0.005950096459098792,0.02315740411166714,2019-10-15
cSAI,0.801459187584032,0.037635981517275804,2019-10-15
cUSDC,0.5730452038326268,0.248040192118606,2019-10-15
cWBTC,0.01051444255128619,0.0,2019-10-15
cZRX,0.015734763626135406,0.02589314513108812,2019-10-15
cBAT,0.008059309367084641,0.010440150853975731,2019-10-16
cETH,0.1678058952173066,0.9679087019270426,2019-10-16
cREP,0.006131637793143937,0.021759788721377484,2019-10-16
cSAI,0.8013566495156162,0.03656739637664945,2019-10-16
cUSDC,0.5737945215204888,0.2460632495087148,2019-10-16
cWBTC,0.010444106018592133,0.0,2019-10-16
cZRX,0.014728206967221357,0.026190882808709386,2019-10-16
cBAT,0.007807297304340376,0.010381469057214248,2019-10-17
cETH,0.16887692219830144,0.9681316494795341,2019-10-17
cREP,0.005977708040440961,0.02520103475626453,2019-10-17
cSAI,0.7890232646781637,0.044649385818757825,2019-10-17
cUSDC,0.5903439055395989,0.24363544728659353,2019-10-17
cWBTC,0.010172303214969107,-0.0,2019-10-17
cZRX,0.014723569552995851,0.025028851250775464,2019-10-17
cBAT,0.007913215927754813,0.010464893926622873,2019-10-18
cETH,0.16807887017892076,0.9684014615328356,2019-10-18
cREP,0.006064332191693337,0.025145242483074724,2019-10-18
cSAI,0.7904895799785283,0.04367272939153492,2019-10-18
cUSDC,0.5886201592892333,0.24290329709780414,2019-10-18
cWBTC,0.010180957199168188,0.0,2019-10-18
cZRX,0.01410597115845006,0.02339856925432563,2019-10-18
cBAT,0.007858716441263914,0.010289774263125289,2019-10-19
cETH,0.16674687566184737,0.9684917475015299,2019-10-19
cREP,0.006099424397802491,0.02259562870506505,2019-10-19
cSAI,0.8031320045081259,0.03766867882436254,2019-10-19
cUSDC,0.5716418135861726,0.2437335970297931,2019-10-19
cWBTC,0.010576369355661374,0.0,2019-10-19
cZRX,0.013757825440362487,0.024130840122442074,2019-10-19
cBAT,0.008215894269078199,0.010420026412289497,2019-10-20
cETH,0.16905064112027424,0.9679788075518097,2019-10-20
cREP,0.006270407091456641,0.022048526259033082,2019-10-20
cSAI,0.7990937292952819,0.03761478321521284,2019-10-20
cUSDC,0.5765555149488778,0.2456568187881349,2019-10-20
cWBTC,0.010719471447577294,0.0,2019-10-20
cZRX,0.01526776761574827,0.025693756761409562,2019-10-20
cBAT,0.00821249125033294,0.010386374735213666,2019-10-21
cETH,0.16827157875073756,0.9680811085842862,2019-10-21
cREP,0.006299088515240848,0.023070978367115292,2019-10-21
cSAI,0.801242374775048,0.03789581423448544,2019-10-21
cUSDC,0.5738105579943032,0.2451285148962437,2019-10-21
cWBTC,0.01074892225547212,0.0,2019-10-21
cZRX,0.014632611712488834,0.02558786484900362,2019-10-21
cBAT,0.009081875467264714,0.010874209088211564,2019-10-22
cETH,0.16987260485165506,0.9686156026844156,2019-10-22
cREP,0.006094640764863034,0.024341966231660357,2019-10-22
cSAI,0.7981297886093939,0.041382234168243055,2019-10-22
cUSDC,0.5776473961299753,0.24232780984421035,2019-10-22
cWBTC,0.010561282127766082,0.0,2019-10-22
cZRX,0.014981942839941262,0.025254262300487326,2019-10-22
cBAT,0.00976288491358199,0.011144204515004148,2019-10-23
cETH,0.17285932338401142,0.9704228133076513,2019-10-23
cREP,0.005493956668505983,0.02461049472858384,2019-10-23
cSAI,0.7747065156673693,0.040739719432114095,2019-10-23
cUSDC,0.607899303668818,0.23491502176581205,2019-10-23
cWBTC,0.010253106831255469,0.0,2019-10-23
cZRX,0.01331472190125935,0.02654998072251548,2019-10-23
cBAT,0.0090569402145793,0.03257076891221115,2019-10-24
cETH,0.17580646927762703,0.9696313975652583,2019-10-24
cREP,0.005576142700590188,0.025039510840698432,2019-10-24
cSAI,0.7682391050297489,0.0406133058703878,2019-10-24
cUSDC,0.6152557751890312,0.23598538149513987,2019-10-24
cWBTC,0.00882025410411234,0.0,2019-10-24
cZRX,0.013045134872458534,0.028081664335320174,2019-10-24
cBAT,0.008176153165879614,0.031489562156023554,2019-10-25
cETH,0.19936379146073,0.9586330758767645,2019-10-25
cREP,0.005585044275876584,0.020824646022338078,2019-10-25
cSAI,0.7766386182524492,0.039123179571933675,2019-10-25
cUSDC,0.5972937062482658,0.27816284076726905,2019-10-25
cWBTC,0.009629587890658792,0.0,2019-10-25
cZRX,0.011661586789103725,0.026309280962902245,2019-10-25
cBAT,0.009748448131993164,0.03657124576393243,2019-10-26
cETH,0.16542703171639686,0.9747491493170385,2019-10-26
cREP,0.0066869408094632436,0.031211801739500562,2019-10-26
cSAI,0.7727820724882277,0.04919101247305078,2019-10-26
cUSDC,0.6123745592377398,0.21060353983139607,2019-10-26
cWBTC,0.010672885085188636,0.0,2019-10-26
cZRX,0.013620092594131517,0.027908002857955683,2019-10-26
cBAT,0.010240508563720387,0.038138155615301234,2019-10-27
cETH,0.17025310877228703,0.9738257885291192,2019-10-27
cREP,0.006958578405320715,0.031304339889835685,2019-10-27
cSAI,0.7659687281841441,0.04985403615207768,2019-10-27
cUSDC,0.6195598733215698,0.21440825513082543,2019-10-27
cWBTC,0.011370101665139257,-0.0,2019-10-27
cZRX,0.012991563653183737,0.02779439146781986,2019-10-27
cBAT,0.010823658555095553,0.03733200884197261,2019-10-28
cETH,0.17235331928544553,0.9742217789766301,2019-10-28
cREP,0.00747449227399272,0.03556516849926274,2019-10-28
cSAI,0.76163475512555,0.05429133718049474,2019-10-28
cUSDC,0.6243034668096222,0.21102926015674375,2019-10-28
cWBTC,0.011221350661455784,0.0,2019-10-28
cZRX,0.012372393288324242,0.027431138108058452,2019-10-28
cBAT,0.01108206149092713,0.03831936201756939,2019-10-29
cETH,0.17701053945033465,0.9728441109100666,2019-10-29
cREP,0.008772538735661592,0.03354240013781063,2019-10-29
cSAI,0.7522460885398746,0.05159762359565023,2019-10-29
cUSDC,0.6342801264651822,0.21749138316566663,2019-10-29
cWBTC,0.011613946028203833,-0.0,2019-10-29
cZRX,0.01213091530634584,0.03187559008285575,2019-10-29
cBAT,0.01061333786037129,0.037542092106223106,2019-10-30
cETH,0.16955654745410734,0.9742939248895032,2019-10-30
cREP,0.00868592403480692,0.03287879085471712,2019-10-30
cSAI,0.7628575445538498,0.049421800651796605,2019-10-30
cUSDC,0.6235852588437074,0.21173643788879135,2019-10-30
cWBTC,0.011154763700595814,-0.0,2019-10-30
cZRX,0.011307162130591642,0.031402083467928346,2019-10-30
cBAT,0.010575845579428936,0.037425262851937875,2019-10-31
cETH,0.16838162747126337,0.974415015401253,2019-10-31
cREP,0.008837393548027307,0.03364602364557429,2019-10-31
cSAI,0.7664868088890283,0.04954455389069285,2019-10-31
cUSDC,0.6193987254924491,0.2110179641005569,2019-10-31
cWBTC,0.011096114173767222,-0.0,2019-10-31
cZRX,0.013332156741223015,0.03161374005886074,2019-10-31
cBAT,0.010780260870679678,0.03781012450302835,2019-11-01
cETH,0.16839313503681436,0.974467728276415,2019-11-01
cREP,0.008525369431988734,0.036610904013554935,2019-11-01
cSAI,0.7591346635902334,0.05568005191871608,2019-11-01
cUSDC,0.6283149616866792,0.20856459715155162,2019-11-01
cWBTC,0.011210779259248418,-0.0,2019-11-01
cZRX,0.01624949257336199,0.03229896861385822,2019-11-01
cBAT,0.010786935841968204,0.03803311235996404,2019-11-02
cETH,0.1699240693099655,0.973763021239712,2019-11-02
cREP,0.009222711749431445,0.03793588404778717,2019-11-02
cSAI,0.7636286046119528,0.054534756921139335,2019-11-02
cUSDC,0.6224558087583132,0.2118426656332846,2019-11-02
cWBTC,0.011470133841581734,-0.0,2019-11-02
cZRX,0.014592829176080487,0.032381705278939445,2019-11-02
cBAT,0.011083072847263604,0.03785422189052314,2019-11-03
cETH,0.1696640004912903,0.9736250605169187,2019-11-03
cREP,0.010847950946490686,0.0391721642990453,2019-11-03
cSAI,0.7661288442590048,0.05557799995894992,2019-11-03
cUSDC,0.6194239881718356,0.21194044120093772,2019-11-03
cWBTC,0.011415547569042875,0.0,2019-11-03
cZRX,0.014276432998979459,0.03285081835712341,2019-11-03
cBAT,0.009628865146147657,0.03991595690502989,2019-11-04
cETH,0.1864430784189254,0.9718660466404696,2019-11-04
cREP,0.01289514809911681,0.04289940264140993,2019-11-04
cSAI,0.7078756309088663,0.05332141318923001,2019-11-04
cUSDC,0.6808236663757955,0.219094370560309,2019-11-04
cWBTC,0.012505781121326179,0.0,2019-11-04
cZRX,0.01465641592317965,0.03460099289147628,2019-11-04
cBAT,0.009461658422286886,0.04033800720784653,2019-11-05
cETH,0.19675095543799362,0.9710466341592061,2019-11-05
cREP,0.012719736982355801,0.04265023779788111,2019-11-05
cSAI,0.6654300779358978,0.05335391815349938,2019-11-05
cUSDC,0.7196319017874135,0.22257520049361135,2019-11-05
cWBTC,0.012692897549899478,0.0,2019-11-05
cZRX,0.014469779026631427,0.035155031236782035,2019-11-05
cBAT,0.008833693549696904,0.040909196787668724,2019-11-06
cETH,0.20151028141922325,0.9704427814633118,2019-11-06
cREP,0.012091041226390726,0.04013053102863115,2019-11-06
cSAI,0.6413793371111731,0.05159677434809464,2019-11-06
cUSDC,0.7398794253518021,0.2258129956583119,2019-11-06
cWBTC,0.01255056751157919,-0.0,2019-11-06
cZRX,0.014927966563930969,0.03609778209239452,2019-11-06
cBAT,0.00872022909125792,0.040639486103999346,2019-11-07
cETH,0.19737394569077804,0.9709370667639481,2019-11-07
cREP,0.011318018478211522,0.03604323238058471,2019-11-07
cSAI,0.6439200038815792,0.045275596480372646,2019-11-07
cUSDC,0.7387880576394956,0.22569353909773962,2019-11-07
cWBTC,0.012486906460504769,0.0,2019-11-07
cZRX,0.015578744565326739,0.03664801120751601,2019-11-07
cBAT,0.008052953089521926,0.0405367095374001,2019-11-08
cETH,0.19981163258856482,0.9712462912878655,2019-11-08
cREP,0.011900696985097464,0.03065889906617366,2019-11-08
cSAI,0.6221279646430439,0.04499912349172084,2019-11-08
cUSDC,0.7566265859574194,0.22525818387023583,2019-11-08
cWBTC,0.011919400498942944,0.0,2019-11-08
cZRX,0.01413392243393362,0.036486685680632944,2019-11-08
cBAT,0.008157880878800207,0.04057167211301605,2019-11-09
cETH,0.19908122596842728,0.9712382954104641,2019-11-09
cREP,0.012740696175167696,0.03160432416429807,2019-11-09
cSAI,0.6243303427921074,0.044459988467245304,2019-11-09
cUSDC,0.7549869821485509,0.22520991984108898,2019-11-09
cWBTC,0.011902333962006186,-0.0,2019-11-09
cZRX,0.01422685520477909,0.03681142587445578,2019-11-09
cBAT,0.007997541719005543,0.04091399054199693,2019-11-10
cETH,0.20265724278526098,0.9704832969658836,2019-11-10
cREP,0.012569174184275285,0.03103852322386101,2019-11-10
cSAI,0.6221104501795096,0.04604838133186724,2019-11-10
cUSDC,0.7558625222082183,0.22814699648550227,2019-11-10
cWBTC,0.012299582573156722,0.0,2019-11-10
cZRX,0.014396273839393183,0.03678750243763026,2019-11-10
cBAT,0.008539259666800046,0.04096206602859209,2019-11-11
cETH,0.20372404563667443,0.9708632007594742,2019-11-11
cREP,0.011679782674068804,0.02851141461338633,2019-11-11
cSAI,0.5984795259340225,0.04352726737620344,2019-11-11
cUSDC,0.7744496385387636,0.22730464984077853,2019-11-11
cWBTC,0.012207182896836387,0.0,2019-11-11
cZRX,0.013717727258736056,0.03703818232585661,2019-11-11
cBAT,0.008323388309520533,0.035066645932944306,2019-11-12
cETH,0.20494063015859243,0.9709150035008689,2019-11-12
cREP,0.011483168965850485,0.02684402832791976,2019-11-12
cSAI,0.5950623273049953,0.043124940540405,2019-11-12
cUSDC,0.7767680044249543,0.2283570083701184,2019-11-12
cWBTC,0.012151187084234329,0.0,2019-11-12
cZRX,0.013521787020597354,0.03697432480367013,2019-11-12
cBAT,0.010062151318353802,0.03562243371216737,2019-11-13
cETH,0.20566044868868394,0.9707914753025066,2019-11-13
cREP,0.011165693512304143,0.027574474526191262,2019-11-13
cSAI,0.5931218513065046,0.0435943633594363,2019-11-13
cUSDC,0.7780466885610544,0.2286062397015036,2019-11-13
cWBTC,0.012136446475676767,0.0,2019-11-13
cZRX,0.013430816552627012,0.03705834189266281,2019-11-13
cBAT,0.01034513810688465,0.031204807921721953,2019-11-14
cETH,0.20497726471825878,0.9711848052672372,2019-11-14
cREP,0.0108551077695734,0.02717501475212588,2019-11-14
cSAI,0.5908484942168862,0.04312916209946119,2019-11-14
cUSDC,0.7799682291794418,0.22775235766087487,2019-11-14
cWBTC,0.012048758529198378,0.0,2019-11-14
cZRX,0.012724443866435642,0.0368319360112953,2019-11-14
cBAT,0.008757389023215632,0.030457399410117346,2019-11-15
cETH,0.20225837341480968,0.9722921537506427,2019-11-15
cREP,0.010555189736584423,0.03306467151296544,2019-11-15
cSAI,0.5941311674970803,0.048262193214494424,2019-11-15
cUSDC,0.7782116772180271,0.22133047049545396,2019-11-15
cWBTC,0.011869769810676245,0.0,2019-11-15
cZRX,0.012541782386065375,0.036202563586527084,2019-11-15
cBAT,0.01116632928136439,0.03079134656715405,2019-11-16
cETH,0.20354466143385985,0.9720110550678052,2019-11-16
cREP,0.010671791609322575,0.03303802496161827,2019-11-16
cSAI,0.5927374751152282,0.048367136039849,2019-11-16
cUSDC,0.7789099894162351,0.2225437504537609,2019-11-16
cWBTC,0.011798174801471759,-0.0,2019-11-16
cZRX,0.012381995355408142,0.03591364635435941,2019-11-16
cBAT,0.012817437467166204,0.031120752163063536,2019-11-17
cETH,0.20505737236625662,0.9716414961463065,2019-11-17
cREP,0.011097307075930667,0.03233728534359926,2019-11-17
cSAI,0.5916104725619895,0.04854345689479104,2019-11-17
cUSDC,0.7793388249467155,0.22414749026236505,2019-11-17
cWBTC,0.011797807638636207,0.0,2019-11-17
cZRX,0.012365012384060556,0.03605602764817001,2019-11-17
cBAT,0.011495858212229369,0.03077255883932776,2019-11-18
cETH,0.19941304200503027,0.97303672453904,2019-11-18
cREP,0.010378318965810075,0.03482380138546318,2019-11-18
cSAI,0.5907041842802963,0.047694485102228595,2019-11-18
cUSDC,0.781525380450099,0.2179854764363334,2019-11-18
cWBTC,0.012512647767951942,-0.0,2019-11-18
cZRX,0.011164875710071756,0.03531930536605021,2019-11-18
cBAT,0.00965772386710103,0.03935622310486837,2019-11-19
cETH,0.19963919592242743,0.9725846927598422,2019-11-19
cREP,0.009389708703718564,0.04164904203087293,2019-11-19
cSAI,0.5832770578707912,0.04661614798336264,2019-11-19
cUSDC,0.7870669190673842,0.2176099149377477,2019-11-19
cWBTC,0.012364757476205324,-0.0,2019-11-19
cZRX,0.01110876390678236,0.03561348168956993,2019-11-19
cBAT,0.008781477285797765,0.03910037619881384,2019-11-20
cETH,0.1988083903621008,0.9731738167848011,2019-11-20
cREP,0.02304216217042396,0.03892523145934606,2019-11-20
cSAI,0.5720507452756675,0.0455398762114687,2019-11-20
cUSDC,0.7951984895888747,0.21640366742781614,2019-11-20
cWBTC,0.01236690668591855,0.0,2019-11-20
cZRX,0.01146886851300951,0.03137326345609129,2019-11-20
cBAT,0.008663775598700628,0.0477126821529138,2019-11-21
cETH,0.19126922535085963,0.9745014713237105,2019-11-21
cREP,0.014710639367178372,0.03497964396674817,2019-11-21
cSAI,0.5605357301420063,0.03748493545583385,2019-11-21
cUSDC,0.8053850248227475,0.21058513041134239,2019-11-21
cWBTC,0.011320783339026464,-0.0,2019-11-21
cZRX,0.012292941287071882,0.033099687629463415,2019-11-21
cBAT,0.017083612167978914,0.06583851822633995,2019-11-22
cETH,0.09933435888262362,0.9860389046847782,2019-11-22
cREP,0.025369314202059484,0.0949248852339373,2019-11-22
cSAI,0.6254950366712887,0.06243087163787377,2019-11-22
cUSDC,0.772909708989867,0.09432917092068147,2019-11-22
cWBTC,0.014635840079476898,0.0,2019-11-22
cZRX,0.01869669145971404,0.03982747681034963,2019-11-22
cBAT,0.01682441186434925,0.06480096398761251,2019-11-23
cETH,0.10049305760035544,0.9858722016679923,2019-11-23
cREP,0.02512113451544851,0.09474538105118066,2019-11-23
cSAI,0.628045388787639,0.06282332949249783,2019-11-23
cUSDC,0.7707028513758799,0.0962653974891653,2019-11-23
cWBTC,0.014595396785872546,-0.0,2019-11-23
cZRX,0.018710746552228066,0.04082097906442683,2019-11-23
cBAT,0.016063608343353696,0.06187081903270366,2019-11-24
cETH,0.10084285874479776,0.9868340847133138,2019-11-24
cREP,0.027195111526312633,0.08480676328255982,2019-11-24
cSAI,0.6192795576749861,0.05453958569747527,2019-11-24
cUSDC,0.7776836154572548,0.10254161182344647,2019-11-24
cWBTC,0.01422030065289664,0.0,2019-11-24
cZRX,0.018218424212505805,0.04060733109171035,2019-11-24
cBAT,0.016183171427762422,0.06074592728191078,2019-11-25
cETH,0.11222384733193566,0.9843971840742941,2019-11-25
cREP,0.02505349067754759,0.10019222259742581,2019-11-25
cSAI,0.5473950339408544,0.05910615099825596,2019-11-25
cUSDC,0.8284606621464864,0.10521215618152588,2019-11-25
cWBTC,0.014036715483036111,-0.0,2019-11-25
cZRX,0.01818830307017223,0.051676880150166006,2019-11-25
cBAT,0.016313500484309264,0.062063535957863576,2019-11-26
cETH,0.11380738323494458,0.9845516241562802,2019-11-26
cREP,0.025806048646346183,0.09796001504299667,2019-11-26
cSAI,0.5245367431097776,0.057320095729531534,2019-11-26
cUSDC,0.8428885637591309,0.1057953772358839,2019-11-26
cWBTC,0.013952214045899443,0.0,2019-11-26
cZRX,0.017922249063650662,0.052266596498031434,2019-11-26
cBAT,0.02028348224882237,0.06263954074784842,2019-11-27
cETH,0.11451495937829945,0.9848363521582688,2019-11-27
cREP,0.029808819139037254,0.0915296968483636,2019-11-27
cSAI,0.522567140774788,0.05570916086913532,2019-11-27
cUSDC,0.8437474191718777,0.10791033695591104,2019-11-27
cWBTC,0.014320706896832637,-0.0,2019-11-27
cZRX,0.019877930103962677,0.05520697936545811,2019-11-27
cBAT,0.020963014194936343,0.03156071110723578,2019-11-28
cDAI,0.017700324673383127,-0.0,2019-11-28
cETH,0.1127859894567523,0.9855258860144573,2019-11-28
cREP,0.030258540901386712,0.1031723283605382,2019-11-28
cSAI,0.5287947222115824,0.06216237290976358,2019-11-28
cUSDC,0.8398364174940117,0.10287811238906358,2019-11-28
cWBTC,0.01400066446586712,-0.0,2019-11-28
cZRX,0.02158487511230961,0.051478670883972136,2019-11-28
cBAT,0.02103886781411208,0.031647523425680085,2019-11-29
cDAI,0.04205487253421525,-0.0,2019-11-29
cETH,0.11286470264218657,0.98551813708053,2019-11-29
cREP,0.025607361190228984,0.10390219927159083,2019-11-29
cSAI,0.5413692281261226,0.06377306536661677,2019-11-29
cUSDC,0.8310661886108978,0.10139676619657509,2019-11-29
cWBTC,0.01404305953973398,-0.0,2019-11-29
cZRX,0.021112014405090473,0.05107309146205524,2019-11-29
cBAT,0.020680910509835924,0.03145853234950668,2019-11-30
cDAI,0.04623078376160316,0.0,2019-11-30
cETH,0.11329954429355717,0.9858807276379152,2019-11-30
cREP,0.025301634668830213,0.10012932254261232,2019-11-30
cSAI,0.5161949247274856,0.06304455808917113,2019-11-30
cUSDC,0.8467200767931514,0.10233047729437979,2019-11-30
cWBTC,0.0139417368569776,0.0,2019-11-30
cZRX,0.019276782242513685,0.0507693558532414,2019-11-30
cBAT,0.02048098533411417,0.032204339223602704,2019-12-01
cDAI,0.0527394628741597,0.0,2019-12-01
cETH,0.10863110282685773,0.986748629535739,2019-12-01
cREP,0.024360708510386287,0.09590365769362716,2019-12-01
cSAI,0.5170576992556473,0.057395829301284396,2019-12-01
cUSDC,0.8464360403258804,0.1002493949037321,2019-12-01
cWBTC,0.013716104387180999,0.0,2019-12-01
cZRX,0.020350710880038585,0.05242412312808785,2019-12-01
cBAT,0.020529506456478358,0.025704762599251873,2019-12-02
cDAI,0.1027665093084828,0.0,2019-12-02
cETH,0.10932248130058173,0.9886096866903369,2019-12-02
cREP,0.023170185861301325,0.0742140642274681,2019-12-02
cSAI,0.48051386392776985,0.05745338217279811,2019-12-02
cUSDC,0.8631976013215257,0.1012931365626183,2019-12-02
cWBTC,0.012254173965647971,0.0,2019-12-02
cZRX,0.019377418946506797,0.05404844673813107,2019-12-02
cBAT,0.021849066260563724,0.02618966955336018,2019-12-03
cDAI,0.16095766861951302,-0.0,2019-12-03
cETH,0.11170889352145262,0.990824641269842,2019-12-03
cREP,0.022971587437978634,0.018312433214372526,2019-12-03
cSAI,0.4000153104122685,0.05690175282435833,2019-12-03
cUSDC,0.8944772966284105,0.10472541326230131,2019-12-03
cWBTC,0.012209721307327085,-0.0,2019-12-03
cZRX,0.01891339347153277,0.05513678076837278,2019-12-03
cBAT,0.022812472294358167,0.028221889685973046,2019-12-04
cDAI,0.20908337778741679,-0.0,2019-12-04
cETH,0.10028758570003224,0.9914959470837346,2019-12-04
cREP,0.02559813344686244,0.023145555361218137,2019-12-04
cSAI,0.38180413498840293,0.06283991380348854,2019-12-04
cUSDC,0.8937272862428691,0.09105399171154688,2019-12-04
cWBTC,0.012495938185925613,-0.0,2019-12-04
cZRX,0.019283667153484296,0.057999232345484444,2019-12-04
cBAT,0.021867067096774204,0.02720587679993359,2019-12-05
cDAI,0.23824792226598338,-0.0,2019-12-05
cETH,0.10735614819840872,0.988912724705117,2019-12-05
cREP,0.024734969285337603,0.02633554750482257,2019-12-05
cSAI,0.35704272298658357,0.10209438997411015,2019-12-05
cUSDC,0.8958837291117138,0.08680931634465078,2019-12-05
cWBTC,0.014368119913579298,-0.0,2019-12-05
cZRX,0.018138154711715395,0.05156336153760802,2019-12-05
cBAT,0.02210025413686438,0.02669018648643121,2019-12-06
cDAI,0.24107027154814553,-0.0,2019-12-06
cETH,0.11128077902671157,0.9897025347651238,2019-12-06
cREP,0.023401765057941264,0.02231277542029609,2019-12-06
cSAI,0.35354859527277555,0.08451982372609738,2019-12-06
cUSDC,0.8960655493048435,0.09709930129732451,2019-12-06
cWBTC,0.014299561733874122,-0.0,2019-12-06
cZRX,0.01819596708190985,0.05202683694721991,2019-12-06
cBAT,0.023270499963747002,0.02899618647731145,2019-12-07
cDAI,0.2591535546356936,-0.0,2019-12-07
cETH,0.11003978984548399,0.9885336172185698,2019-12-07
cREP,0.023362792286704508,0.024620079753965195,2019-12-07
cSAI,0.23569222235272777,0.08889292318616036,2019-12-07
cUSDC,0.9292759375117424,0.10261639256279904,2019-12-07
cWBTC,0.015098157610753265,-0.0,2019-12-07
cZRX,0.017629448639059304,0.054058159941571066,2019-12-07
cBAT,0.02590762333348973,0.03194646728157502,2019-12-08
cDAI,0.28097664360878183,-0.0,2019-12-08
cETH,0.0961672676566433,0.9892826084293292,2019-12-08
cREP,0.026202820364429672,0.027509412776403085,2019-12-08
cSAI,0.24483311946732,0.08755317844393629,2019-12-08
cUSDC,0.9218830045527658,0.0890544877347236,2019-12-08
cWBTC,0.01572754478594877,-0.0,2019-12-08
cZRX,0.01968002793775358,0.06281970435187846,2019-12-08
cBAT,0.022200526707671794,0.030972935732328618,2019-12-09
cDAI,0.504587776925841,-0.0,2019-12-09
cETH,0.0878646075765355,0.9895534653953358,2019-12-09
cREP,0.022743370784330492,0.026349145647969783,2019-12-09
cSAI,0.21953286168359126,0.08429374701692066,2019-12-09
cUSDC,0.8294533525052584,0.09122058329590386,2019-12-09
cWBTC,0.01374517031771035,-0.0,2019-12-09
cZRX,0.016863889333884195,0.0608580996813681,2019-12-09
cBAT,0.018440435211524157,0.022028613912592653,2019-12-10
cDAI,0.515491587134251,-0.0,2019-12-10
cETH,0.1000812403219371,0.9903250740412465,2019-12-10
cREP,0.019953839654077377,0.01813312879768985,2019-12-10
cSAI,0.2055746378377928,0.05654591990678962,2019-12-10
cUSDC,0.8251609420751345,0.11135446128441286,2019-12-10
cWBTC,0.012671918396194415,-0.0,2019-12-10
cZRX,0.014208236956066739,0.0533377954948375,2019-12-10
cBAT,0.019798036436979798,0.021695249926744622,2019-12-11
cDAI,0.5143487659751834,0.0,2019-12-11
cETH,0.1006424071773161,0.9915123247344747,2019-12-11
cREP,0.0186964754953391,0.016461509734147128,2019-12-11
cSAI,0.20789461512377985,0.02904425706075335,2019-12-11
cUSDC,0.825217380433253,0.11675107295347587,2019-12-11
cWBTC,0.012779408872587387,0.0,2019-12-11
cZRX,0.014412602712067513,0.041076304891354,2019-12-11
cBAT,0.01903851240922323,0.021659889749153782,2019-12-12
cDAI,0.529181474646797,0.0,2019-12-12
cETH,0.10016083266918843,0.9915857751863981,2019-12-12
cREP,0.018139809931937426,0.016042142577873036,2019-12-12
cSAI,0.2019614053078872,0.029082194905519446,2019-12-12
cUSDC,0.8173798004569415,0.11750035284228377,2019-12-12
cWBTC,0.012560966469716049,0.0,2019-12-12
cZRX,0.013686910641700682,0.03713545889001,2019-12-12
cBAT,0.022058215940823005,0.022112861650373034,2019-12-13
cDAI,0.48392836026118397,-0.0,2019-12-13
cETH,0.10213886184298698,0.9917449092144437,2019-12-13
cREP,0.019041769095440635,0.016564104808434156,2019-12-13
cSAI,0.20823564885550777,0.02829309713702889,2019-12-13
cUSDC,0.8430947371499604,0.11631396406738527,2019-12-13
cWBTC,0.012241437469515169,-0.0,2019-12-13
cZRX,0.014531590415698644,0.036732128254256605,2019-12-13
cBAT,0.021513607845065782,0.022238992984140366,2019-12-14
cDAI,0.47692085095161907,0.0,2019-12-14
cETH,0.10009888855416971,0.9922477823095613,2019-12-14
cREP,0.018877980674325136,0.01671126584182414,2019-12-14
cSAI,0.21217385915939938,0.02858799471893333,2019-12-14
cUSDC,0.8463791476728022,0.11339140148734088,2019-12-14
cWBTC,0.012143122344941616,0.0,2019-12-14
cZRX,0.013588135072041423,0.03155338196548257,2019-12-14
cBAT,0.023292548771176237,0.022131972449473358,2019-12-15
cDAI,0.4780661129765468,-0.0,2019-12-15
cETH,0.1002577180398498,0.992231776178418,2019-12-15
cREP,0.019062969363588984,0.01667204285577672,2019-12-15
cSAI,0.21161591514172776,0.02834980733461037,2019-12-15
cUSDC,0.8458072911704647,0.11365816164493353,2019-12-15
cWBTC,0.012202933633232873,-0.0,2019-12-15
cZRX,0.013231063452178905,0.03140751247579758,2019-12-15
cBAT,0.02358381218752415,0.02105939344209501,2019-12-16
cDAI,0.4694235435298646,-0.0,2019-12-16
cETH,0.09870123500491954,0.992566028802136,2019-12-16
cREP,0.019587938886159395,0.016181330117263998,2019-12-16
cSAI,0.21897284494463753,0.027677181390626835,2019-12-16
cUSDC,0.8489332426404713,0.11145631669000168,2019-12-16
cWBTC,0.012313307247456136,-0.0,2019-12-16
