time,count,max_block,fee_total_usd,gas_used,gas_fee_usd
2020-03-28,6488,9763096,52905.8671,50443808690,1.0488079404378536e-06
2020-03-29,6573,9769669,46104.0095,46154243067,9.989116154082067e-07
2020-03-30,6460,9776129,56450.4336,51856415380,1.0885911258295694e-06
2020-03-31,6472,9782601,66107.2993,53251463510,1.2414175112311388e-06
2020-04-01,6553,9789154,60817.0475,53724729266,1.1320121726232395e-06
2020-04-02,6484,9795638,70770.6587,54438639831,1.3000078422183457e-06
2020-04-03,6527,9802165,68782.2688,54695022078,1.2575599421444665e-06
2020-04-04,6491,9808656,51419.9919,52289063471,9.833794772116737e-07
2020-04-05,6507,9815163,50795.8796,51544214831,9.854816833770077e-07
2020-04-06,6433,9821596,91502.8294,56442808331,1.621160110662744e-06
2020-04-07,6554,9828150,99639.5817,57689755869,1.727162477966769e-06
2020-04-08,6502,9834652,84173.9607,56608956597,1.4869371519993853e-06
2020-04-09,6479,9841131,84788.8697,55200871445,1.5360059991893483e-06
2020-04-10,6515,9847646,88330.0254,55904766737,1.5800088356605138e-06
2020-04-11,6412,9854058,63004.2271,52723500759,1.194993241969902e-06
2020-04-12,6581,9860639,58241.223,54001516503,1.0785108784262469e-06
2020-04-13,6510,9867149,78545.4753,55319957809,1.4198397542382335e-06
2020-04-14,6482,9873631,82139.1552,55863708449,1.4703491314936207e-06
2020-04-15,6491,9880122,78153.8342,55429852615,1.409959264060006e-06
2020-04-16,6469,9886591,106071.4892,56619763901,1.8734004151883543e-06
2020-04-17,6445,9893036,90970.8862,55840500974,1.629120165708347e-06
2020-04-18,6444,9899480,99736.1798,55666760771,1.7916648717947008e-06
2020-04-19,6487,9905967,96185.833,55637522167,1.7287943325601622e-06
2020-04-20,6496,9912463,119190.3146,58003569050,2.0548789764515363e-06
2020-04-21,6437,9918900,118778.5519,57648864495,2.060379730641562e-06
2020-04-22,6481,9925381,112289.0532,57627953770,1.9485170972434476e-06
2020-04-23,6454,9931835,126657.9543,57751372311,2.1931592139131775e-06
2020-04-24,6476,9938311,122834.3794,58012631744,2.117372987697705e-06
2020-04-25,6418,9944729,106580.2544,56265048485,1.8942533112437254e-06
2020-04-26,6458,9951187,123517.4454,56822518657,2.1737411209382183e-06
2020-04-27,6453,9957640,128712.4602,57777162666,2.227739374189504e-06
2020-04-28,6420,9964060,117416.5217,57111998222,2.0558993793841765e-06
2020-04-29,6526,9970586,192116.4748,59328256056,3.2381952137386454e-06
2020-04-30,6377,9976963,274798.6525,59393163755,4.626772428449161e-06
2020-05-01,6475,9983438,140787.8449,58577818369,2.403432712586415e-06
2020-05-02,6471,9989909,110127.0398,56134920644,1.9618276562357796e-06
2020-05-03,6421,9996330,128641.9664,56725660233,2.2677914346277257e-06
2020-05-04,6541,10002871,155801.6251,59692238949,2.610081776847308e-06
2020-05-05,6506,10009377,160976.215,58665282405,2.7439775008443513e-06
2020-05-06,6386,10015763,193627.0558,59265151973,3.267131684538876e-06
2020-05-07,6455,10022218,231967.1483,60571820160,3.829621558131497e-06
2020-05-08,6486,10028704,242237.3276,60696758898,3.9909433715740275e-06
2020-05-09,6398,10035102,198947.5076,59665820926,3.3343630325097325e-06
2020-05-10,6493,10041595,358188.5621,60742489664,5.8968370259654685e-06
2020-05-11,6435,10048030,244280.3814,60254418696,4.054148835664008e-06
2020-05-12,6398,10054428,271581.4581,59640886588,4.5536120208287335e-06
2020-05-13,6484,10060912,352306.3369,60785522007,5.795892266244398e-06
2020-05-14,6455,10067367,448764.1309,59039497276,7.601083200320982e-06
2020-05-15,6423,10073790,346119.0123,58437187826,5.9229238294386915e-06
2020-05-16,6402,10080192,269070.6682,59832838339,4.497040014640513e-06
2020-05-17,6471,10086663,297793.1399,60679010954,4.907679529017922e-06
2020-05-18,6406,10093069,414401.3051,60132147047,6.89151020628116e-06
2020-05-19,6386,10099455,383616.7046,60096137190,6.383383733752422e-06
2020-05-20,6455,10105910,443073.3359,60796160156,7.287850659697838e-06
2020-05-21,6455,10112365,589586.5193,60452726303,9.752852441176694e-06
2020-05-22,6353,10118718,384430.3875,59995040596,6.407702764778708e-06
2020-05-23,6513,10125231,254986.9741,61715022794,4.1316840301773345e-06
2020-05-24,6411,10131642,333745.5466,60606415190,5.506769300802792e-06
2020-05-25,6363,10138005,416326.6843,60236068286,6.911584639344102e-06
2020-05-26,6478,10144483,436965.0957,61220745729,7.1375330453221116e-06
2020-05-27,6444,10150927,467348.4584,60585520791,7.713863845657076e-06
2020-05-28,6413,10157340,469931.4834,60735554282,7.73733752750606e-06
2020-05-29,6434,10163774,432466.8273,60640460546,7.131654730292556e-06
2020-05-30,6440,10170214,418292.8908,60637775951,6.898222836174151e-06
2020-05-31,6475,10176689,382893.6119,61262098625,6.250089704627712e-06
2020-06-01,6401,10183090,416353.6178,59471557463,7.000886399503373e-06
2020-06-02,6458,10189548,516544.8875,60706102750,8.508944967645778e-06
2020-06-03,6401,10195949,385534.1836,60284761837,6.395217827059191e-06
2020-06-04,6427,10202376,425035.4324,60926910515,6.976152718187765e-06
2020-06-05,6484,10208860,442861.0627,61551296562,7.194991615715365e-06
2020-06-06,6435,10215295,495177.5872,61170706175,8.095011782001877e-06
2020-06-07,6466,10221761,542586.0907,60788101629,8.925860096956046e-06
2020-06-08,6411,10228172,554839.1341,60072753727,9.236119533015928e-06
2020-06-09,6480,10234652,530495.9569,61135315543,8.677406048994243e-06
2020-06-10,6372,10241024,3177528.847,60351280662,5.2650562045168354e-05
2020-06-11,6458,10247482,3811385.8917,61217697157,6.225954370556037e-05
2020-06-12,6506,10253988,471956.0085,61194677007,7.712370284199937e-06
2020-06-13,6488,10260476,378098.9127,61059257790,6.192327361730939e-06
2020-06-14,6526,10267002,319049.6478,61809571553,5.161816200690272e-06
2020-06-15,6462,10273464,586796.3947,61138411674,9.59783511925194e-06
2020-06-16,6435,10279899,532057.4809,61039584875,8.71659730303826e-06
2020-06-17,6416,10286315,569880.1007,60975667307,9.346024830376523e-06
2020-06-18,6450,10292765,520743.8898,61097695528,8.523134715635097e-06
2020-06-19,6503,10299268,572701.8076000001,66983646759,8.549875011441524e-06
2020-06-20,6463,10305731,446590.4741,72681822008,6.144458982479062e-06
2020-06-21,6505,10312236,455579.386,73836766712,6.1700885112830775e-06
2020-06-22,6455,10318691,648980.265,72575247224,8.942170916717015e-06
2020-06-23,6442,10325133,777061.5816,72966351016,1.0649588074228991e-05
2020-06-24,6483,10331616,804944.6626,73602869107,1.0936321808730222e-05
2020-06-25,6450,10338066,691435.9663,72199602580,9.576728147968151e-06
2020-06-26,6448,10344514,624805.4169,73241965946,8.530702430361548e-06
2020-06-27,6365,10350879,578247.2463,71578109896,8.07854869512717e-06
2020-06-28,6522,10357401,535188.1393,73800908303,7.251782553985785e-06
2020-06-29,6393,10363794,606655.4601,71410517005,8.495323735823441e-06
2020-06-30,6479,10370273,821781.3896,73403332220,1.1195423487546953e-05
2020-07-01,6409,10376682,726991.7647,71268885960,1.0200689331779756e-05
2020-07-02,6442,10383124,670660.2415,72177528544,9.291814987696068e-06
2020-07-03,6475,10389599,684492.6359,71846131678,9.52720236863634e-06
2020-07-04,6427,10396026,505882.6261,72867103705,6.942537858346184e-06
2020-07-05,6494,10402520,482280.6031,73009705937,6.6057053224698565e-06
2020-07-06,6457,10408977,619878.3052,71954662682,8.614845544332837e-06
2020-07-07,6492,10415469,668156.0234,73090493464,9.141490113609558e-06
2020-07-08,6506,10421975,861566.8652,72993638087,1.1803314477531749e-05
2020-07-09,6430,10428405,805764.7251,72845442335,1.1061292227377345e-05
2020-07-10,6406,10434811,619377.8981,72280013322,8.569144769533113e-06
2020-07-11,6533,10441344,541562.3264,73016176115,7.417018463785927e-06
2020-07-12,6491,10447835,504544.2147,73130109394,6.899267878592776e-06
2020-07-13,6493,10454328,873780.735,73886556034,1.182597730767038e-05
2020-07-14,6406,10460734,716893.7527,72956460781,9.826323056596245e-06
2020-07-15,6465,10467199,862795.6273,73823720747,1.168724115459951e-05
2020-07-16,6414,10473613,922563.8997,72512244494,1.2722870546040499e-05
2020-07-17,6454,10480067,927888.1909,72031120254,1.2881768152821044e-05
2020-07-18,6526,10486593,848010.605,74068446149,1.1449013029031243e-05
2020-07-19,6451,10493044,928805.6753,73522695272,1.2632911128514103e-05
2020-07-20,6436,10499480,1213021.4876,72807420565,1.666068483386327e-05
2020-07-21,6380,10505860,1257431.6997,72752605012,1.7283665643210934e-05
2020-07-22,6460,10512320,1274327.3774,74027223219,1.7214307412694203e-05
2020-07-23,6522,10518842,1578426.757,74677796733,2.1136493389640883e-05
2020-07-24,6502,10525344,1547417.5205,75061753243,2.061525948495357e-05
2020-07-25,6355,10531699,1717231.4046,76203905995,2.2534690081538253e-05
2020-07-26,6488,10538187,1674271.8453,78306549441,2.138099376427611e-05
2020-07-27,6444,10544631,2304688.2317,77447071989,2.9758235818486986e-05
2020-07-28,6476,10551107,1734155.392,78112767375,2.2200665144466724e-05
2020-07-29,6512,10557619,1778746.2529,78178695620,2.2752314281960897e-05
2020-07-30,6386,10564005,1671411.552,76393925734,2.187885405732093e-05
2020-07-31,6479,10570484,1982869.6536,77859908512,2.5467145948346374e-05
2020-08-01,6517,10577001,1658532.8872,78103433534,2.123508291703984e-05
2020-08-02,6486,10583487,2270958.246,77676603717,2.9236065138401342e-05
2020-08-03,6476,10589963,1950796.5324,77368571564,2.5214327897811618e-05
2020-08-04,6405,10596368,1683833.1292,76775143760,2.1932008808263285e-05
2020-08-05,6457,10602825,1585984.696,77381256698,2.0495721621447787e-05
2020-08-06,6515,10609340,1792313.088,77512451362,2.3122905501072442e-05
2020-08-07,6483,10615823,2245718.0281,77597396348,2.8940636333062757e-05
2020-08-08,6457,10622280,1953685.7758,76824649153,2.5430454903987135e-05
2020-08-09,6530,10628810,2415033.293,78461870944,3.07797056575883e-05
2020-08-10,6482,10635292,3640445.2732,77843751348,4.676605649341606e-05
2020-08-11,6468,10641760,3948673.4959,77380198897,5.102950822284703e-05
2020-08-12,6507,10648267,6739145.3595,78159344782,8.622315576335304e-05
2020-08-13,6479,10654746,7842642.227,77902624956,0.00010067237440881594
2020-08-14,6504,10661250,6956541.2104,78438621379,8.868770368601152e-05
2020-08-15,6475,10667725,3987353.3885,77868325048,5.120635876066545e-05
2020-08-16,6505,10674230,3408934.0827,78480224623,4.343685430407079e-05
2020-08-17,6398,10680628,3736347.2218,77438062630,4.824949249637497e-05
2020-08-18,6561,10687189,4431386.8969,78966351045,5.6117407455926595e-05
2020-08-19,6507,10693696,4541358.6786,78650572994,5.7740948421907185e-05
2020-08-20,6534,10700230,3715951.2021,79127347365,4.6961655177937355e-05
2020-08-21,6490,10706720,5214654.332,78593075364,6.63500481161805e-05
2020-08-22,6456,10713176,3095695.3296,77589103667,3.989858347747163e-05
2020-08-23,6577,10719753,2592034.8996,79294223632,3.2688823736133506e-05
2020-08-24,6516,10726269,3023529.7713,78841595220,3.8349424093502003e-05
2020-08-25,6425,10732694,3416025.5081,77564795200,4.404092732136809e-05
2020-08-26,6569,10739263,2751720.962,79255713214,3.4719528099760086e-05
2020-08-27,6497,10745760,2838083.3277,78286311045,3.625261287466505e-05
2020-08-28,6533,10752293,2758033.475,78431384816,3.516492130631565e-05
2020-08-29,6508,10758801,3099793.2078,78479060191,3.949834771537548e-05
2020-08-30,6531,10765332,6616513.7868,78785219452,8.398166347472218e-05
2020-08-31,6592,10771924,8110528.675,79537354648,0.00010197131537620157
2020-09-01,6531,10778455,15404110.9699,78864652350,0.00019532338647150583
2020-09-02,6491,10784946,18070509.1837,78427332335,0.00023041086118436824
2020-09-03,6463,10791409,13631875.908,78206309568,0.00017430659985492796
2020-09-04,6607,10798016,6869329.0385,79483676612,8.642439971709747e-05
2020-09-05,6542,10804558,8407173.3765,77954443723,0.0001078472627727765
2020-09-06,6611,10811169,3365265.2563,80182346297,4.1970151931384804e-05
2020-09-07,6470,10817639,3054649.8341,78175045408,3.907448749351675e-05
2020-09-08,6523,10824162,2826631.6639,78768135313,3.588547136056792e-05
2020-09-09,6490,10830652,3117344.8479,78589979592,3.9665932782826776e-05
2020-09-10,6510,10837162,4875789.8434,78653790746,6.199052578591658e-05
2020-09-11,6571,10843733,4243280.426,79743954147,5.3211312022199666e-05
2020-09-12,6501,10850234,3069531.2627,78766392267,3.8970062920934516e-05
2020-09-13,6545,10856779,3609795.671,79414676613,4.5455019461844474e-05
2020-09-14,6458,10863237,5689799.9678,78374655817,7.259744758669604e-05
2020-09-15,6551,10869788,5563571.2983,79616854718,6.987931535358897e-05
2020-09-16,6454,10876242,4240598.0134,78395148873,5.4092607442710013e-05
2020-09-17,6590,10882832,15608940.8472,79873595957,0.00019542053491122504
2020-09-18,6435,10889267,9628266.5934,78014968707,0.00012341563103820217
2020-09-19,6526,10895793,5203161.8119,79260271727,6.564653007778604e-05
2020-09-20,6593,10902386,3912162.2816,79770381516,4.9042792666289495e-05
2020-09-21,6567,10908953,5029772.337,79398473332,6.334847668881877e-05
2020-09-22,6439,10915392,4131371.8913,77952769536,5.2998397823339134e-05
2020-09-23,6527,10921919,3463873.4125,78908897036,4.389712114363611e-05
2020-09-24,6513,10928432,2709993.3392,78965771608,3.431858239355761e-05
2020-09-25,6452,10934884,2683058.6976,78061419942,3.437112339992695e-05
2020-09-26,6426,10941310,2208221.9469,78220453442,2.823074847728137e-05
2020-09-27,6368,10947678,2255893.9916,77233029341,2.920892797872469e-05
2020-09-28,6404,10954082,3234775.1787,77900573330,4.152440784995183e-05
2020-09-29,6387,10960469,3992220.3985,77338712664,5.161994893610788e-05
2020-09-30,6404,10966873,3178808.9144,77674404203,4.092479301279566e-05
2020-10-01,6425,10973298,2675588.1038,78153876267,3.423487396401541e-05
2020-10-02,6361,10979659,2409993.3725,77517138592,3.108981337900827e-05
2020-10-03,6375,10986034,1920527.3372,77452011331,2.479635201457077e-05
2020-10-04,6373,10992407,2038946.9155,77660014098,2.6254784256503367e-05
2020-10-05,6446,10998853,2279400.7715,78308505105,2.910795919860383e-05
2020-10-06,6472,11005325,2938569.4977,78748080741,3.731607767514823e-05
2020-10-07,6337,11011662,2085571.4692,76951973014,2.710224816224749e-05
2020-10-08,6301,11017963,2046249.1057,75376755869,2.7146951100631745e-05
2020-10-09,6378,11024341,2017654.5216,77358095734,2.6082008643772908e-05
2020-10-10,6509,11030850,1640376.8632,76570518580,2.1423086765256175e-05
2020-10-11,6569,11037419,1329453.1924,79787447919,1.6662435346342415e-05
2020-10-12,6457,11043876,2063528.9715,78296006648,2.635548171412023e-05
2020-10-13,6574,11050450,2205074.7954,80097303404,2.752995046884288e-05
2020-10-14,6538,11056988,2260518.0256,79548678329,2.8416789229996708e-05
2020-10-15,6565,11063553,2208313.8823,80135428559,2.755727300658436e-05
2020-10-16,6496,11070049,1790457.4174,78927839076,2.268473884957068e-05
2020-10-17,6527,11076576,946383.755,79294248001,1.1935087082080215e-05
2020-10-18,6450,11083026,1010855.6135,78441716920,1.2886709434610372e-05
2020-10-19,6594,11089620,1579455.9079,80374472990,1.965121324150408e-05
2020-10-20,6505,11096125,1717945.223,79106901755,2.171675523736987e-05
2020-10-21,6513,11102638,2115577.4551,79400829057,2.6644274124408402e-05
2020-10-22,6538,11109176,1898464.258,79548083646,2.386561901916367e-05
2020-10-23,6474,11115650,1822492.9605,78857176259,2.311131398509845e-05
2020-10-24,6582,11122232,925828.9843,80086035236,1.1560429749977491e-05
2020-10-25,6479,11128711,967257.3271999999,79043685989,1.2236996732852348e-05
2020-10-26,6466,11135177,1792013.1051,79018418691,2.2678422762516074e-05
2020-10-27,6545,11141722,1236860.8023,79864583745,1.5486974880494948e-05
2020-10-28,6551,11148273,1958038.5012,79793314114,2.4538879265029246e-05
2020-10-29,6526,11154799,1979732.87,79579962714,2.4877278180123074e-05
2020-10-30,6491,11161290,1784923.8979,79190370544,2.2539658365511182e-05
2020-10-31,6526,11167816,1144097.1254,79269881218,1.4432936038514048e-05
2020-11-01,6511,11174327,933063.365,79283838653,1.1768645172236424e-05
2020-11-02,6474,11180801,1743226.7782,79013568281,2.2062372528227978e-05
2020-11-03,6518,11187319,1286054.0407,79617868730,1.6152831785302677e-05
2020-11-04,6527,11193846,1074903.9393,79492925790,1.352200750717896e-05
2020-11-05,6514,11200360,1513006.0659,79337650111,1.9070467347888147e-05
2020-11-06,6539,11206899,1882250.4366,79585521676,2.3650664052474455e-05
2020-11-07,6500,11213399,1949400.927,79094614181,2.4646443341122996e-05
2020-11-08,6538,11219937,927806.9511,79702782471,1.164083514195485e-05
2020-11-09,6507,11226444,1446271.8984,79397625999,1.8215555946448773e-05
2020-11-10,6452,11232896,1677236.5513,78794768472,2.1286140994195725e-05
2020-11-11,6528,11239424,1689802.7216,79641101166,2.1217721714794705e-05
2020-11-12,6512,11245936,1936917.5699,79710575348,2.4299380119185137e-05
2020-11-13,6534,11252470,1899677.1354,79737863173,2.382402863340397e-05
2020-11-14,6542,11259012,1330576.5796,79754234413,1.6683459999248832e-05
2020-11-15,6546,11265558,1163321.0418,79667382986,1.4602224877958287e-05
2020-11-16,6476,11272034,1587418.0255,79059063494,2.0078887294439975e-05
2020-11-17,6525,11278559,2713087.8139,79423090028,3.4159937783124805e-05
2020-11-18,6456,11285015,3070903.804,78886998728,3.892788233189583e-05
2020-11-19,6609,11291624,1858230.2847,80650412451,2.304055525852378e-05
2020-11-20,6452,11298076,2401146.6623,78541787070,3.057158172578871e-05
2020-11-21,6566,11304642,2587304.5127,79853721557,3.2400550184166036e-05
2020-11-22,6509,11311151,2681727.4416,79156827331,3.387866254904536e-05
2020-11-23,6451,11317602,3266258.2973,78784912579,4.145791612099366e-05
2020-11-24,6567,11324169,4363201.2096,79716763050,5.4733798045253164e-05
2020-11-25,6469,11330638,2770216.3556,78853492731,3.513118138026286e-05
2020-11-26,6533,11337171,6392408.4735,79351250096,8.055838396706284e-05
2020-11-27,6417,11343588,1620057.4492,78392588609,2.066595169194357e-05
2020-11-28,6599,11350187,1162927.3063,80424631325,1.445984006567033e-05
2020-11-29,6512,11356699,1055880.3399,79312439260,1.3312922282451057e-05
2020-11-30,6570,11363269,3469076.5103,80199545798,4.325556305565151e-05
2020-12-01,6519,11369788,4026515.6728,79418825126,5.069976377026265e-05
2020-12-02,6441,11376229,1846613.2249,78456588924,2.3536751345241292e-05
2020-12-03,6559,11382788,2085881.7001,79667393222,2.6182376700684963e-05
2020-12-04,6449,11389237,2425750.8059,78650515103,3.084214773066977e-05
2020-12-05,6495,11395732,1512116.9527,79131951066,1.9108804121849833e-05
2020-12-06,6558,11402290,1579325.889,79869709891,1.9773777708161727e-05
2020-12-07,6465,11408755,2148418.4202,78812475592,2.7259877374262802e-05
2020-12-08,6484,11415239,2863640.2355,79149618632,3.618008886201047e-05
2020-12-09,6603,11421842,2788800.4565,80410134701,3.468220102938489e-05
2020-12-10,6425,11428267,2435435.9685,78461405162,3.1039922920976654e-05
2020-12-11,6486,11434753,2696850.1355,79417037036,3.395808048438661e-05
2020-12-12,6489,11441244,1694315.7303,79177639618,2.139891689717433e-05
2020-12-13,6487,11447731,1885007.5441,79222793968,2.3793752399863608e-05
2020-12-14,6524,11454255,2804231.1526,79650531212,3.520668487616464e-05
2020-12-15,6489,11460744,3822250.004,79088787327,4.832859540754557e-05
2020-12-16,6535,11467279,3776268.7384,79964964629,4.7224040627293705e-05
2020-12-17,6540,11473819,7031453.6606,79641192332,8.828915608505709e-05
2020-12-18,6491,11480310,3577036.5355,79062884025,4.5242930100664264e-05
2020-12-19,6514,11486824,3202480.4498,79610410275,4.0226905485571564e-05
2020-12-20,6542,11493366,2250459.6516,80322225206,2.8017894746171606e-05
2020-12-21,6504,11499870,3945205.4641,79555003523,4.959091558533347e-05
2020-12-22,6502,11506372,3178589.591,79416799896,4.002414596360608e-05
2020-12-23,6597,11512969,5718595.0563,80403111772,7.11240514237345e-05
2020-12-24,6470,11519439,3909859.5181,78884495208,4.9564359989762414e-05
2020-12-25,6435,11525874,4346600.8012,78460405977,5.539865295209113e-05
2020-12-26,6583,11532457,3260904.3851,80394399993,4.0561337423799784e-05
2020-12-27,6508,11538965,4810629.3622,79619149302,6.042050693047482e-05
2020-12-28,6597,11545562,6073497.5194,80355187233,7.558314190456838e-05
2020-12-29,6410,11551972,5425426.9734,78501673212,6.911224629248606e-05
2020-12-30,6544,11558516,6580056.6523,79688716123,8.257199980664319e-05
2020-12-31,6502,11565018,5839937.7102,79189267407,7.374658083632901e-05
2021-01-01,6545,11571563,3818724.5585,80038891441,4.7710862678738384e-05
2021-01-02,6601,11578164,5834642.2839,80948469861,7.207847528086582e-05
2021-01-03,6476,11584640,10078423.6109,78955134702,0.00012764747535342632
2021-01-04,6517,11591157,19675390.3913,79464427883,0.0002475999754288699
2021-01-05,6532,11597689,11367988.2044,79844614999,0.0001423763920026714
2021-01-06,6485,11604174,10714652.9415,79409862801,0.00013492849078899392
2021-01-07,6436,11610610,12850422.6168,78649000525,0.00016338952219380415
2021-01-08,6593,11617203,13688279.8677,80669146918,0.00016968420258136737
2021-01-09,6476,11623679,8765477.8954,79098414154,0.00011081736579868879
2021-01-10,6554,11630233,8912641.4343,80047806722,0.0001113414820377644
2021-01-11,6528,11636761,24764468.4799,79933632401,0.0003098128752070847
2021-01-12,6555,11643316,7398038.5354,80332321479,9.209292597543009e-05
2021-01-13,6561,11649877,5612742.9402,80376599422,6.98305598963139e-05
2021-01-14,6406,11656283,7337140.5644,78306132000,9.369816101247345e-05
2021-01-15,6581,11662864,9145022.8675,80309431740,0.00011387233939229962
2021-01-16,6508,11669372,7377852.0883,79464637657,9.284446900954425e-05
2021-01-17,6494,11675866,5985033.8746,79105097999,7.565926882077384e-05
2021-01-18,6496,11682362,7146242.0645,78882210030,9.05938368331996e-05
2021-01-19,6533,11688895,10013090.2427,79303557688,0.00012626281259781557
2021-01-20,6578,11695473,9152603.5112,80233064915,0.00011407520728388467
2021-01-21,6478,11701951,13394767.3103,79430948162,0.00016863411076223432
2021-01-22,6481,11708432,11538346.3583,79078691115,0.00014590967801326386
2021-01-23,6541,11714973,7816045.7505,79897258632,9.78262068602384e-05
2021-01-24,6481,11721454,7879441.606,79292330473,9.937205224007188e-05
2021-01-25,6524,11727978,11979068.4837,79682201352,0.00015033556152373203
2021-01-26,6514,11734492,8834033.0948,79443454330,0.00011119900524597442
2021-01-27,6468,11740960,10556599.5264,78852380274,0.00013387800710286014
2021-01-28,6498,11747458,9089897.3955,79431279022,0.00011443725327628656
2021-01-29,6453,11753911,14486203.708,78954526916,0.00018347527714797056
2021-01-30,6390,11760301,11929061.8699,78022454246,0.00015289267666828834
2021-01-31,6637,11766938,14131862.5564,81106444836,0.0001742384663139299
2021-02-01,6489,11773427,15917078.4223,79271092808,0.00020079297330809166
2021-02-02,6494,11779921,18922778.0659,79406719924,0.0002383019734855054
2021-02-03,6484,11786405,20734036.729,79259433587,0.0002615970842920679
2021-02-04,6516,11792921,31272366.4217,79265045459,0.00039452909211886713
2021-02-05,6447,11799368,31549037.6873,78968310019,0.0003995151685493739
2021-02-06,6519,11805887,24228445.1997,79460024500,0.00030491363867752143
2021-02-07,6554,11812441,21090884.9083,79817183641,0.00026423990356715826
2021-02-08,6468,11818909,26657842.0775,79021550203,0.0003373490144019973
2021-02-09,6485,11825394,32102702.1299,79191181760,0.0004053822839415599
2021-02-10,6528,11831922,29983294.2698,79658368148,0.00037639855004427175
2021-02-11,6517,11838439,23694624.0157,79286091308,0.0002988496926107039
2021-02-12,6524,11844963,25061401.843,79689230772,0.00031448919258241474
2021-02-13,6423,11851386,26736233.7686,78479036060,0.0003406799460197141
2021-02-14,6559,11857945,21205640.4994,79959458077,0.00026520490520307456
2021-02-15,6496,11864441,25699309.4947,79238461219,0.00032432873000489
2021-02-16,6485,11870926,23933206.8903,79189007248,0.00030222890426378536
2021-02-17,6549,11877475,24692186.0891,79989171756,0.0003086941088028935
2021-02-18,6447,11883922,26627833.5813,79043489986,0.0003368757324103005
2021-02-19,6577,11890499,28992406.3828,80367241529,0.00036074905435616177
2021-02-20,6495,11896994,31147420.9829,79291675220,0.0003928208213091654
2021-02-21,6485,11903479,21713636.7639,79220738588,0.0002740903095693819
2021-02-22,6496,11909975,43243228.8413,79403221327,0.0005446029533640057
2021-02-23,6502,11916477,56289610.463,79501394236,0.000708032997457934
2021-02-24,6469,11922946,25723494.6681,79162407167,0.00032494583715517953
2021-02-25,6515,11929461,21309279.8696,79592224698,0.00026773067281954567
2021-02-26,6542,11936003,18855315.4382,80052300871,0.00023553745780004916
2021-02-27,6489,11942492,13710197.7855,79557364672,0.0001723309695089142
2021-02-28,6467,11948959,13983062.6699,79052824388,0.00017688251846979664
2021-03-01,6476,11955435,13155024.2147,79071397736,0.00016636893480271336
2021-03-02,6550,11961985,15601406.6605,80265242586,0.0001943731328511704
2021-03-03,6408,11968393,15138856.9315,78431533869,0.0001930200288672873
2021-03-04,6515,11974908,14031557.0057,79353276424,0.00017682391500417272
2021-03-05,6525,11981433,16952005.7595,80019849260,0.00021184750929009686
2021-03-06,6563,11987996,11983991.9144,80249422649,0.0001493343069496754
2021-03-07,6477,11994473,17266229.3124,79538139964,0.00021708113013725136
2021-03-08,6500,12000973,18694562.215,79818737051,0.000234212703754698
2021-03-09,6433,12007406,20170368.9262,78902832005,0.00025563555088772757
2021-03-10,6532,12013938,20032847.2542,79671036744,0.0002514445408633228
2021-03-11,6415,12020353,19063415.8536,79001506959,0.00024130445845157715
2021-03-12,6470,12026823,24827587.6038,79556087380,0.0003120765289174029
2021-03-13,6512,12033335,23012913.169,80234090662,0.00028682213481979725
2021-03-14,6522,12039857,22956642.4231,80046162944,0.0002867925404389512
2021-03-15,6437,12046294,27767599.1241,79214395297,0.00035053728580506646
2021-03-16,6520,12052814,26746281.5897,80040726727,0.00033415840514448657
2021-03-17,6484,12059298,28004146.6124,79744246673,0.00035117450826558137
2021-03-18,6501,12065799,26170741.4321,79739395817,0.00032820340766264675
2021-03-19,6506,12072305,22409479.1618,79958570114,0.0002802636306508476
2021-03-20,6527,12078832,20379310.5385,80161507436,0.0002542281350531064
2021-03-21,6421,12085253,19511301.7121,79200529917,0.00024635317127988046
2021-03-22,6490,12091743,26741767.3328,79785214325,0.00033517196837836534
2021-03-23,6509,12098248,21973296.1231,79955592146,0.00027481875292695556
2021-03-24,6484,12104732,23450085.2333,79548914811,0.0002947882480737164
2021-03-25,6514,12111246,23067999.7123,80237958310,0.0002874948490485837
2021-03-26,6540,12117785,18487429.8762,80299722780,0.00023023030760455635
2021-03-27,6485,12124270,15959914.702,79754599779,0.0002001127802813245
2021-03-28,6493,12130763,16793968.3018,79770842362,0.00021052765402161596
2021-03-29,6511,12137274,20039161.427,80013370468,0.0002504476603071524
2021-03-30,6519,12143792,24136258.8915,79923670922,0.00030199137017937185
2021-03-31,6452,12150244,30969656.1215,79387330350,0.00039010829542903254
2021-04-01,6516,12156760,29824596.663,80091331500,0.0003723823303274712
2021-04-02,6454,12163214,28777396.9886,79316513873,0.0003628172190557667
2021-04-03,6527,12169741,25096627.6984,80093593363,0.00031334126294792544
2021-04-04,6561,12176302,17811491.9231,80523140559,0.00022119718380891223
2021-04-05,6510,12182812,24349358.7989,80159854618,0.00030376001696779927
2021-04-06,6483,12189295,25758079.6783,79723268992,0.00032309362127241355
2021-04-07,6537,12195832,25829213.41,80547203097,0.00032067176037006327
2021-04-08,6455,12202287,18891870.7945,79553793961,0.00023747290800186656
2021-04-09,6457,12208744,19422444.1656,79631351659,0.000243904489387188
2021-04-10,6582,12215326,16514740.9127,81132935750,0.000203551624997127
2021-04-11,6546,12221872,14277691.4317,80836454351,0.00017662441464471996
2021-04-12,6516,12228388,18574045.4281,80415879319,0.0002309748470749045
