time,count,max_block,fee_total_usd,gas_used,gas_fee_usd
2021-04-13,6474,12234862,20111079.13,79855612870,0.00025184302527036633
2021-04-14,6449,12241311,24981810.8413,79626845057,0.0003137360374308067
2021-04-15,6500,12247811,19183744.1334,80284736937,0.00023894634105176953
2021-04-16,6433,12254244,36039162.9766,79531704209,0.00045314209389872123
2021-04-17,6467,12260711,28406603.7738,79871137863,0.00035565542865465113
2021-04-18,6501,12267212,32440159.1137,80479057832,0.00040308820689003116
2021-04-19,6400,12273612,34419573.4869,79088526357,0.0004352031207603046
2021-04-20,6580,12280192,46730345.2695,82297440775,0.0005678225814732209
2021-04-21,6519,12286711,34641644.1845,89806676193,0.0003857357342794093
2021-04-22,6417,12293128,31126224.8739,94584944807,0.00032908223330269814
2021-04-23,6450,12299578,27620932.1143,95141284442,0.00029031489617042396
2021-04-24,6500,12306078,15022570.1955,95917365091,0.00015661992154650606
2021-04-25,6509,12312587,11455415.0521,96236026619,0.00011903458044306189
2021-04-26,6471,12319058,13166284.939,95330862069,0.00013811146414967177
2021-04-27,6488,12325546,15300114.2581,94915300821,0.00016119755324754605
2021-04-28,6463,12332009,19273945.3433,95123656796,0.0002026198949083135
2021-04-29,6484,12338493,18264637.1002,95012776788,0.00019223348393399237
2021-04-30,6451,12344944,14362264.9656,94803456663,0.0001514951613700529
2021-05-01,6489,12351433,13600092.5239,95290204712,0.0001427228807515336
2021-05-02,6418,12357851,11373248.8147,94556510855,0.00012027991210611173
2021-05-03,6507,12364358,18192149.4604,95790355336,0.00018991629581692357
2021-05-04,6504,12370862,21885091.1871,95875907776,0.00022826476113510505
2021-05-05,6518,12377380,18079272.7165,96199371931,0.0001879354548121951
2021-05-06,6466,12383846,21636881.9841,95663643381,0.0002261766457914079
2021-05-07,6447,12390293,22144740.224,95605522436,0.0002316261619596721
2021-05-08,6486,12396779,45690909.352,96008381970,0.00047590542007339696
2021-05-09,6478,12403257,47318866.4408,95489593727,0.0004955395095310835
2021-05-10,6517,12409774,88350011.9659,96447624016,0.0009160413526749331
2021-05-11,6447,12416221,111334342.3209,95046499407,0.0011713670994252358
2021-05-12,6439,12422660,112346646.5734,95077202653,0.0011816360119831007
2021-05-13,6538,12429198,62709810.7274,96657984978,0.000648780447281962
2021-05-14,6477,12435675,45361183.3558,95972463299,0.0004726479012472388
2021-05-15,6474,12442149,36357058.3455,95725781213,0.000379804247975806
2021-05-16,6458,12448607,28126444.6401,95494911627,0.0002945334380742816
2021-05-17,6419,12455026,32045119.7145,95097126243,0.00033697253513860845
2021-05-18,6463,12461489,27075741.488,95726718232,0.00028284414203336795
2021-05-19,6423,12467912,103977317.8116,94910292869,0.0010955325778534343
2021-05-20,6463,12474375,30347138.6909,95438214314,0.00031797680739347535
2021-05-21,6410,12480785,30347826.6245,94923757148,0.0003197073897652756
2021-05-22,6462,12487247,12844638.9915,95418508329,0.00013461370562629308
2021-05-23,6454,12493701,31242221.4409,95430530877,0.00032738182585579414
2021-05-24,6487,12500188,13416570.4623,95872434996,0.000139941897406275
2021-05-25,6404,12506592,12632721.0545,94866224519,0.000133163527046129
2021-05-26,6431,12513023,12418671.3714,95304448386,0.0001303052646724544
2021-05-27,6425,12519448,10480217.8665,94639468069,0.00011073834289578904
2021-05-28,6463,12525911,10305787.7879,95473480511,0.00010794398332123879
2021-05-29,6467,12532378,7471127.8953,95417920865,7.829900114749267e-05
2021-05-30,6417,12538795,6018120.5487,94809939434,6.347562908095086e-05
2021-05-31,6423,12545218,7348480.053,94972163339,7.737509386587145e-05
2021-06-01,6478,12551696,7664086.5114,95819266290,7.998481733521527e-05
2021-06-02,6506,12558202,7812554.2148,96056540196,8.133287123249241e-05
2021-06-03,6404,12564606,8268646.5262,94595742989,8.74103449577167e-05
2021-06-04,6519,12571125,7434300.0693,96061501345,7.739104599875124e-05
2021-06-05,6434,12577559,4940655.0222,94833549129,5.209817693819868e-05
2021-06-06,6532,12584091,4103018.7365,93657111945,4.380893934578606e-05
2021-06-07,6431,12590522,5700380.2715,94242071045,6.0486576836560644e-05
2021-06-08,6475,12596997,7382701.7262,95721239854,7.712710091783764e-05
2021-06-09,6437,12603434,5972591.8401,95297492694,6.267312676607323e-05
2021-06-10,6462,12609896,5209904.7391,95141722501,5.475941156147599e-05
2021-06-11,6454,12616350,5630019.2302,95500390909,5.895283963355405e-05
2021-06-12,6434,12622784,4494678.1747,93876634499,4.787856103584411e-05
2021-06-13,6473,12629257,3475105.2873,93029865383,3.7354727677968136e-05
2021-06-14,6431,12635688,4839622.9985,94099179509,5.14310860493435e-05
2021-06-15,6505,12642193,5256239.2676,95755505374,5.489229310701544e-05
2021-06-16,6399,12648592,4932236.545,93867427931,5.2544707506267084e-05
2021-06-17,6472,12655064,4995762.9117,95258174740,5.244445345856729e-05
2021-06-18,6405,12661469,4941900.3157,94174859945,5.247579150726817e-05
2021-06-19,6426,12667895,3317087.2336,93040728925,3.565199103581722e-05
2021-06-20,6469,12674364,3716270.5495,92801535271,4.004535634725987e-05
2021-06-21,6316,12680680,9266929.0335,93038301697,9.960337693695038e-05
2021-06-22,6437,12687117,12458046.5149,95095274189,0.00013100594767874454
2021-06-23,6429,12693546,4038873.5528,94549621038,4.2716972405175006e-05
2021-06-24,6418,12699964,3757023.8531,94331828419,3.982774336157437e-05
2021-06-25,6342,12706306,4896743.1706,93383155630,5.2437113926645745e-05
2021-06-26,6427,12712733,2701593.1832,93747015114,2.8817911481392318e-05
2021-06-27,6448,12719181,4532296.1163,92776556296,4.8851739030277056e-05
2021-06-28,6466,12725647,4455981.099,94968347588,4.692069739205454e-05
2021-06-29,6406,12732053,4676439.4313,94374652810,4.955185838632809e-05
2021-06-30,6455,12738508,6619966.1383,95031806062,6.966053169589397e-05
2021-07-01,6350,12744858,4884734.0478,93479021158,5.2254869459359556e-05
2021-07-02,6437,12751295,3556302.482,94249085578,3.773301841806013e-05
2021-07-03,6417,12757712,3278598.989,93484743637,3.507095234416811e-05
2021-07-04,6458,12764170,2848915.2291,93827351324,3.0363376871444083e-05
2021-07-05,6419,12770589,4080812.2025,93195566119,4.378762179832969e-05
2021-07-06,6425,12777014,10592446.4952,94483893834,0.00011210848818117096
2021-07-07,6390,12783404,8545205.5075,94335807377,9.05828417130122e-05
2021-07-08,6450,12789854,8008615.1533,95076027836,8.423380041827519e-05
2021-07-09,6406,12796260,5564062.1383,94326869171,5.898703293346053e-05
2021-07-10,6447,12802707,3496857.3258,94446379615,3.702478951606768e-05
2021-07-11,6423,12809130,2644123.1792,93265830570,2.835039545608799e-05
2021-07-12,6377,12815507,5731232.5806,93871826751,6.105380899641379e-05
2021-07-13,6307,12821814,5960828.5663,93137262876,6.400046965344105e-05
2021-07-14,6390,12828204,8433317.6454,94121053020,8.960075747992307e-05
2021-07-15,6427,12834631,8344462.9521,94819285684,8.800385799054866e-05
2021-07-16,6339,12840970,7489060.3287,93580151869,8.00282985133825e-05
2021-07-17,6357,12847327,5011964.1488,93919147401,5.336466830773887e-05
2021-07-18,6371,12853698,4859743.7696,94003200398,5.169764166564903e-05
2021-07-19,6435,12860133,5203085.2033,94767271033,5.490382013309399e-05
2021-07-20,6339,12866472,5687694.6258,93352724420,6.092692699798123e-05
2021-07-21,6414,12872886,4443384.4838,94592181807,4.6974119836521e-05
2021-07-22,6423,12879308,6293851.6533,94823248182,6.637456292595914e-05
2021-07-23,6346,12885654,7497891.2985,93845459858,7.989615384532458e-05
2021-07-24,6457,12892111,4704745.5307,95372931298,4.93299877299531e-05
2021-07-25,6401,12898512,4351223.1312,94395717982,4.609555628391661e-05
2021-07-26,6338,12904850,8491708.9722,93773449795,9.055557826617122e-05
2021-07-27,6277,12911127,10811566.8294,92913043177,0.000116362207712903
2021-07-28,6291,12917418,11873406.7727,93179229936,0.0001274254657486999
2021-07-29,6356,12923774,6914800.376,93872218975,7.366184001511188e-05
2021-07-30,6267,12930041,8413923.5872,92471669912,9.098920345233357e-05
2021-07-31,6298,12936339,11942443.8325,93072315366,0.00012831359986626768
2021-08-01,6314,12942653,9372199.9777,93342589782,0.0001004064703967247
2021-08-02,6396,12949049,10505373.4038,94606443645,0.00011104289516705889
2021-08-03,6346,12955395,12848555.4809,93545726322,0.000137350534183391
2021-08-04,6322,12961717,10477949.9507,93440178362,0.00011213538045814716
2021-08-05,6349,12968066,17044118.9457,94449876233,0.0001804567631582023
2021-08-06,6451,12974517,15020991.6106,99833807530,0.00015045996924524993
2021-08-07,6549,12981066,15560015.7852,101523049266,0.00015326584354683127
2021-08-08,6496,12987562,17315947.0776,100515275100,0.0001722717971012149
2021-08-09,6505,12994067,19409793.7726,100658630450,0.00019282791436588633
2021-08-10,6507,13000574,24189930.871,100743448657,0.00024011418304091577
2021-08-11,6401,13006975,21276105.9136,99032450052,0.00021483974093772633
2021-08-12,6510,13013485,20623723.2213,100618285838,0.0002049699321503561
2021-08-13,6474,13019959,20909573.2415,100137267017,0.0002088091063834431
2021-08-14,6500,13026459,20172810.4543,100522547923,0.00020067945820227635
2021-08-15,6420,13032879,24923047.915599998,99379334111,0.0002507870286971599
2021-08-16,6500,13039379,20132531.4247,100445846889,0.00020043169576685352
2021-08-17,6516,13045895,18137201.1404,100680820245,0.00018014554406950938
2021-08-18,6399,13052294,15917835.2136,98851968299,0.00016102699306353647
2021-08-19,6565,13058859,18733337.0474,101304757807,0.0001849206044506782
2021-08-20,6459,13065318,15024397.6669,99940118989,0.0001503339981869911
2021-08-21,6431,13071749,13206845.5933,99756143054,0.0001323913013171617
2021-08-22,6521,13078270,12887919.714,101082305531,0.00012749926553710751
2021-08-23,6409,13084679,21540927.7712,99288240247,0.00021695346515974596
2021-08-24,6509,13091188,29180260.741,100637826151,0.00028995321001088663
2021-08-25,6439,13097627,32145813.4423,99457429577,0.0003232117859773632
2021-08-26,6504,13104131,32144889.5413,100446975073,0.00032001849252243433
2021-08-27,6431,13110562,41773405.8001,99511881806,0.00041978309566628356
2021-08-28,6460,13117022,32727859.894700002,99488799028,0.0003289602469267833
2021-08-29,6489,13123511,35747634.6478,100288422076,0.0003564482709749878
2021-08-30,6472,13129983,39864214.7816,99930229488,0.000398920476675049
2021-08-31,6443,13136426,43750467.5771,99588309787,0.00043931328557210913
2021-09-01,6455,13142881,51882883.2083,99646996226,0.00052066680555658
2021-09-02,6541,13149422,44608498.7948,100979536811,0.00044175780760702263
2021-09-03,6466,13155888,60616931.5555,99868846816,0.0006069653699634845
2021-09-04,6429,13162317,49129540.2537,99497548506,0.0004937763893824715
2021-09-05,6529,13168846,45135746.8763,101113618184,0.0004463864283262507
2021-09-06,6459,13175305,48319584.3747,99764274456,0.00048433755107406566
2021-09-07,6417,13181722,83007779.523,99040740463,0.0008381175174473817
2021-09-08,6495,13188217,56727055.255499996,100225835088,0.0005659923432485513
2021-09-09,6466,13194683,58898912.8463,99862901657,0.0005897977313797732
2021-09-10,6459,13201142,37420159.3345,99669661930,0.0003754418206091732
2021-09-11,6396,13207538,21822531.2604,98832823573,0.00022080246694845687
2021-09-12,6538,13214076,21611298.882,101084407772,0.0002137945837378319
2021-09-13,6412,13220488,30043758.5751,99078484615,0.0003032319144953043
2021-09-14,6461,13226949,28505897.235,99792266403,0.00028565236828956357
2021-09-15,6454,13233403,25256238.8016,99705020379,0.00025330959971319063
2021-09-16,6492,13239895,33908021.262,100171656930,0.00033849915536183
2021-09-17,6467,13246362,28235841.1288,99898437187,0.0002826454739821935
2021-09-18,6451,13252813,19285044.0051,99588089079,0.00019364809771379188
2021-09-19,6508,13259321,24730702.7557,100682356600,0.00024563094856780497
2021-09-20,6432,13265753,31049157.0976,99295159913,0.0003126955747370216
2021-09-21,6496,13272249,31884543.6726,100098839443,0.0003185306028523562
2021-09-22,6437,13278686,20007253.7601,99368407926,0.00020134421168345045
2021-09-23,6411,13285097,29222433.2478,98795997873,0.00029578559736159326
2021-09-24,6455,13291552,24082311.1343,99488910998,0.0002420602546828975
2021-09-25,6573,13298125,14707586.9128,101428978144,0.0001450037965670861
2021-09-26,6402,13304527,21883381.4982,98729453261,0.00022164998159515128
2021-09-27,6454,13310981,52324526.2895,99668379770,0.0005249862234165623
2021-09-28,6358,13317339,27593461.0015,98121131129,0.00028121833374732336
2021-09-29,6412,13323751,23943718.6052,99024382289,0.0002417961925308547
2021-09-30,6338,13330089,33544968.6955,97958729328,0.0003424398103734047
2021-10-01,6485,13336574,27290488.7624,99940537596,0.00027306725998132184
2021-10-02,6388,13342962,22209510.6331,98607821850,0.00022523071919066022
2021-10-03,6363,13349325,21450371.4002,98254946022,0.0002183134006851635
2021-10-04,6366,13355691,35684400.341,98521267138,0.00036219997344346376
2021-10-05,6411,13362102,46471388.1654,98749386920,0.00047059925752296507
2021-10-06,6427,13368529,52848965.2921,99234890332,0.0005325643542839482
2021-10-07,6324,13374853,52749581.1404,97564435387,0.0005406640332736311
2021-10-08,6417,13381270,46941601.5406,99080580257,0.00047377196842045743
2021-10-09,6349,13387619,28670594.9014,97972965669,0.000292637818051391
2021-10-10,6375,13393994,30929557.1185,98475597666,0.00031408346688490156
2021-10-11,6382,13400376,38405028.0328,98682802052,0.000389176505269508
2021-10-12,6353,13406729,32868216.1391,98036296850,0.0003352657861953912
2021-10-13,6320,13413049,35617805.4503,97733405137,0.00036443839647633215
2021-10-14,6331,13419379,49017032.3904,97774273086,0.0005013285278765074
2021-10-15,6318,13425697,59191681.7529,97560326707,0.0006067187734074385
2021-10-16,6446,13432143,33837175.1204,99385187004,0.0003404649741116665
2021-10-17,6385,13438528,29597267.4624,98619555604,0.0003001156036561935
2021-10-18,6316,13444844,50781910.8596,97462750354,0.0005210391731728495
2021-10-19,6440,13451284,29002607.3501,99404881141,0.00029176240660618567
2021-10-20,6354,13457638,31870139.532899998,98176164702,0.0003246219653175223
2021-10-21,6487,13464125,41811281.4406,100112401015,0.0004176433790089137
2021-10-22,6411,13470536,36678946.2434,99057211828,0.00037028042246018626
2021-10-23,6348,13476884,26986249.3884,98120356350,0.00027503211761827236
2021-10-24,6359,13483243,31865896.1387,98235649057,0.0003243822018238024
2021-10-25,6418,13489661,41692054.4375,99167904953,0.00042041882862464106
2021-10-26,6414,13496075,54079980.056,99081985112,0.0005458104214895295
2021-10-27,6345,13502420,70877523.9243,97983958255,0.0007233584475108016
2021-10-28,6408,13508828,75252925.2498,98966629712,0.0007603868644288626
2021-10-29,6368,13515196,75747210.9438,98347489308,0.0007701997425331162
2021-10-30,6345,13521541,72218283.6464,98002210468,0.000736904640227283
2021-10-31,6317,13527858,64620316.7295,97551234641,0.0006624243861936792
2021-11-01,6423,13534281,68916342.222,99188257225,0.0006948034389360146
2021-11-02,6308,13540589,76348340.7654,97381906892,0.0007840095065100033
2021-11-03,6385,13546974,75452281.5026,98615686109,0.0007651143999465007
2021-11-04,6282,13553256,66545679.5161,96926416150,0.0006865587541492939
2021-11-05,6446,13559702,62090786.6431,99426765719,0.0006244876436852127
2021-11-06,6339,13566041,52394329.7095,97806897593,0.0005356915616271407
2021-11-07,6452,13572493,45688337.6224,99639707191,0.00045853544646432703
2021-11-08,6346,13578839,59487786.0496,98044586198,0.000606742180842755
2021-11-09,6372,13585211,84241781.1197,98253505445,0.0008573921178502539
2021-11-10,6382,13591593,80553683.7507,98479436388,0.0008179746625815955
2021-11-11,6373,13597966,75059921.2543,98331547441,0.0007633350964942027
2021-11-12,6421,13604387,71127696.0253,98993755682,0.000718506895058969
2021-11-13,6326,13610713,61539114.7556,97438506061,0.000631568742618799
2021-11-14,6345,13617058,52943169.1831,97925457176,0.0005406476590448387
2021-11-15,6319,13623377,71298586.1393,97422476367,0.0007318494540285678
2021-11-16,6254,13629631,66875749.5292,96356492010,0.0006940450833583642
2021-11-17,6390,13636021,56855571.5803,98477697827,0.0005773446458931304
2021-11-18,6372,13642393,61998830.1355,98258045079,0.0006309796829934139
2021-11-19,6232,13648625,48512701.5111,96064983806,0.0005049987996570089
2021-11-20,6295,13654920,44834560.0143,97067685699,0.0004618896565982709
2021-11-21,6287,13661207,47040394.2474,97039418838,0.00048475552317486976
2021-11-22,6367,13667574,63774456.7615,98175509324,0.0006495963932413202
2021-11-23,6339,13673913,55954761.3539,97654433985,0.0005729874115341738
2021-11-24,6304,13680217,56676548.0083,97186997792,0.0005831700669424872
2021-11-25,6303,13686520,53064267.9854,97167359357,0.0005461120723723487
2021-11-26,6218,13692738,51401727.9092,95847643629,0.0005362857756645747
2021-11-27,6386,13699124,48941641.6071,98527637239,0.0004967300848632096
2021-11-28,6256,13705380,46901152.145,96546465274,0.0004857883922719903
2021-11-29,6207,13711587,52323864.3265,95710323947,0.0005466898675995974
2021-11-30,6259,13717846,66021840.1602,96588497458,0.0006835372937539334
2021-12-01,6237,13724083,63148790.2819,96173608919,0.0006566124635614497
2021-12-02,6246,13730329,53484162.7732,96347004529,0.0005551201413542807
2021-12-03,6294,13736623,48925893.7953,96999612609,0.0005043926720874395
2021-12-04,6177,13742800,60600611.3469,95181800981,0.0006366827557612297
2021-12-05,6228,13749028,42060253.582,96094328220,0.0004376975661425775
2021-12-06,6273,13755301,45116725.2017,96719652729,0.0004664690569983033
2021-12-07,6266,13761567,41095233.3632,96622508037,0.00042531739444667756
2021-12-08,6225,13767792,34691838.6247,96069191326,0.00036111304931231436
2021-12-09,6282,13774074,37606727.1505,96888034495,0.00038814624887906804
2021-12-10,6427,13780501,39022261.7799,99206691191,0.000393343042807178
2021-12-11,6488,13786989,30149222.9058,100289873438,0.0003006208091830776
2021-12-12,6523,13793512,26751557.7465,100783092953,0.00026543695934173737
2021-12-13,6486,13799998,36705002.9947,100242813459,0.00036616094189846935
2021-12-14,6391,13806389,30211308.8015,98661297954,0.0003062123591318023
2021-12-15,6478,13812867,35250910.6995,100002585601,0.00035249999275166244
2021-12-16,6397,13819264,41877971.2154,98878029798,0.0004235316106212208
2021-12-17,6468,13825732,39998324.1949,99899533626,0.0004003854947375848
2021-12-18,6508,13832240,26194817.4956,100499502434,0.00026064624063987436
2021-12-19,6453,13838693,25516221.4539,99832932492,0.00025558922108137724
2021-12-20,6545,13845238,28582419.7783,101019415970,0.00028293986362768316
2021-12-21,6442,13851680,27411892.3717,99582538677,0.0002752680614079501
2021-12-22,6426,13858106,31936042.5081,99157641835,0.0003220734369746521
2021-12-23,6415,13864521,34155327.7707,99088233365,0.00034469610175494726
2021-12-24,6468,13870989,30430572.2785,99799023582,0.00030491853713875947
2021-12-25,6460,13877449,29348993.1015,99831016454,0.0002939867201995623
2021-12-26,6467,13883916,23409111.4684,99855677488,0.00023442944915388667
2021-12-27,6477,13890393,32666507.6172,100081178539,0.0003264001093319499
2021-12-28,6442,13896835,42026521.6752,99401788712,0.0004227944207016716
2021-12-29,6519,13903354,48071165.0277,100776349968,0.00047700839574924345
2021-12-30,6432,13909786,39899225.6436,99300781355,0.0004018017290413898
2021-12-31,6379,13916165,34555724.967,98452603391,0.00035098843277677
2022-01-01,6506,13922671,30059831.8067,100551171640,0.0002989505872126703
2022-01-02,6495,13929166,38769512.7275,100382404399,0.0003862182118431726
2022-01-03,6461,13935627,40358538.5115,99902168488,0.000403980605449498
2022-01-04,6494,13942121,49842104.6899,100329879686,0.0004967822631292855
2022-01-05,6460,13948581,55575946.0375,99810024407,0.0005568172772994762
2022-01-06,6392,13954973,47271417.4689,98715972119,0.0004788629079387003
2022-01-07,6423,13961396,51072395.3339,99146545762,0.0005151202691064863
2022-01-08,6525,13967921,37991119.0558,100857814197,0.00037667997624451827
2022-01-09,6505,13974426,46992909.7932,100476979381,0.0004676982736016273
2022-01-10,6422,13980848,65758409.2859,99281434205,0.0006623434664543582
2022-01-11,6527,13987375,55178287.4729,100891618639,0.0005469065539560156
2022-01-12,6457,13993832,58486156.3896,99719511847,0.0005865066455533348
2022-01-13,6438,14000270,49383915.6702,99513142623,0.0004962552118094412
2022-01-14,6439,14006709,60365755.2926,99422947837,0.000607161189704084
2022-01-15,6486,14013195,44388825.3985,100206226555,0.00044297472247531835
2022-01-16,6504,14019699,43538581.1412,100594113972,0.0004328144005852947
2022-01-17,6468,14026167,48315521.9758,99815462331,0.00048404847152418086
2022-01-18,6462,14032629,39214047.4112,99858454979,0.0003926963161952248
2022-01-19,6473,14039102,39933044.3947,100052859737,0.0003991194704446072
2022-01-20,6489,14045591,45895438.2161,100294943392,0.0004576047073152926
2022-01-21,6393,14051984,54608381.2934,98762028421,0.0005529289157632215
2022-01-22,6556,14058540,41738838.7126,101120789675,0.0004127621911057826
2022-01-23,6456,14064996,29428166.2076,99789268485,0.0002949031158798759
2022-01-24,6449,14071445,35602399.1746,99595606525,0.00035746957538396293
2022-01-25,6460,14077905,33922717.802,99759441501,0.00034004518561443585
2022-01-26,6427,14084332,34195768.6629,99308664042,0.0003443382205649025
2022-01-27,6494,14090826,37603280.5273,100202326378,0.0003752735279363336
2022-01-28,6472,14097298,33327159.5343,99861682821,0.0003337332056985084
2022-01-29,6461,14103759,29418706.8084,99767539055,0.0002948725315574038
2022-01-30,6539,14110298,33381691.9996,101015302553,0.00033046173357829153
2022-01-31,6462,14116760,30936450.8301,99935919102,0.000309562878973721
2022-02-01,6501,14123261,41112739.4299,100558993129,0.0004088419956349342
2022-02-02,6454,14129715,41774633.9328,99562179696,0.0004195833604723535
2022-02-03,6423,14136138,32304644.6912,99223355169,0.000325575008385655
2022-02-04,6556,14142694,28935097.9434,101259761147,0.00028575119687863546
2022-02-05,6387,14149081,40791833.7583,98610252392,0.00041366726855279133
2022-02-06,6539,14155620,22672680.1795,101060738866,0.00022434706527885677
2022-02-07,6461,14162081,35030423.8451,99822018827,0.00035092882569136063
2022-02-08,6430,14168511,28128956.8868,99269806634,0.0002833586348214544
2022-02-09,6477,14174988,29491672.5663,100061769505,0.00029473466951657624
2022-02-10,6438,14181426,35583394.4817,99386734077,0.00035802961846126993
2022-02-11,6520,14187946,23331840.9129,100665610566,0.00023177568567572346
2022-02-12,6471,14194417,19496326.4451,100014118266,0.00019493574290428768
2022-02-13,6470,14200887,16811071.7925,100037388671,0.00016804788705338715
2022-02-14,6451,14207338,18205787.1048,99722263943,0.00018256491965732148
2022-02-15,6520,14213858,22635211.0817,100831175316,0.00022448623663031151
2022-02-16,6410,14220268,26209333.3604,98962084941,0.0002648421703728826
2022-02-17,6476,14226744,24190220.2689,100196760599,0.00024142716914484185
2022-02-18,6418,14233162,27715953.9744,99200040530,0.0002793945831707414
2022-02-19,6407,14239569,19696030.719299998,99086540782,0.00019877604530198683
2022-02-20,6518,14246087,20711782.2544,100753877509,0.00020556809094071727
2022-02-21,6434,14252521,23834919.1341,99458416983,0.00023964707922280727
2022-02-22,6463,14258984,22634827.8334,99922748791,0.0002265232702989723
2022-02-23,6487,14265471,26198165.0218,100213758975,0.0002614228354445378
2022-02-24,6485,14271956,23061718.9803,100041030663,0.00023052260484986525
2022-02-25,6430,14278386,16711186.2233,99365667968,0.00016817867342955634
2022-02-26,6460,14284846,15066185.7948,99952445402,0.00015073353867636874
2022-02-27,6488,14291334,12738877.2353,100318695332,0.00012698408001760077
2022-02-28,6424,14297758,19452776.8749,99340469987,0.00019581925551032372
2022-03-01,6495,14304253,17837148.8537,100279202715,0.00017787485710665584
2022-03-02,6404,14310657,16704647.3505,98933121163,0.00016884787575818818
2022-03-03,6451,14317108,15235676.5985,99736545706,0.00015275921670087922
2022-03-04,6496,14323604,14121280.9845,100357669416,0.00014070953487336214
2022-03-05,6376,14329980,9858897.369,98482683212,0.00010010792808901358
2022-03-06,6421,14336401,13217480.5966,99299521110,0.00013310719375935569
2022-03-07,6446,14342847,11275391.1594,99500363367,0.00011332010032778999
2022-03-08,6392,14349239,11982136.827,98752843082,0.00012133460114207105
2022-03-09,6508,14355747,10303924.5405,100544327866,0.00010248141053001527
2022-03-10,6480,14362227,9663941.3553,100095014360,9.654767939332958e-05
2022-03-11,6331,14368558,8601625.104,97910888957,8.78515678453049e-05
2022-03-12,6509,14375067,6632273.3999,100589272050,6.593420217419696e-05
2022-03-13,6327,14381394,9088799.7071,97791785234,9.294031891689027e-05
2022-03-14,6458,14387852,8797963.2872,99864155336,8.809931108512992e-05
2022-03-15,6405,14394257,10096668.504,98984054418,0.00010200297980685611
2022-03-16,6391,14400648,11300989.8549,98805170056,0.00011437650325883672
2022-03-17,6426,14407074,20033113.2078,99184588781,0.00020197808403514382
2022-03-18,6418,14413492,19022053.4519,99161213375,0.00019182957533974408
2022-03-19,6449,14419941,9530903.5943,99571956146,9.571875418742464e-05
2022-03-20,6426,14426367,8415245.8567,99275340974,8.476672831477793e-05
2022-03-21,6407,14432774,10101845.928,99013394578,0.0001020250438948646
2022-03-22,6446,14439220,12803619.8264,99613314092,0.00012853321810551294
2022-03-23,6440,14445660,11901722.4778,99612247935,0.00011948051293417486
2022-03-24,6424,14452084,15819717.4646,99189946100,0.0001594891225029106
2022-03-25,6424,14458508,15000836.8561,99272958912,0.0001511069783806627
2022-03-26,6407,14464915,10417241.4522,98940976696,0.00010528743297337137
2022-03-27,6395,14471310,19422724.5971,98910506611,0.00019636664761496598
2022-03-28,6463,14477773,31302590.7794,99771668305,0.00031374228086182343
2022-03-29,6452,14484225,16715734.4734,99645982225,0.00016775121384880303
2022-03-30,6394,14490619,18459419.6481,98721281918,0.00018698521017416271
2022-03-31,6414,14497033,18203225.5155,99115196999,0.00018365726010395418
2022-04-01,6431,14503464,22105447.8605,99346344122,0.0002225089212478107
2022-04-02,6357,14509821,21792505.0613,98039013271,0.00022228401056078594
2022-04-03,6426,14516247,20493125.8701,99282411787,0.00020641245011317666
2022-04-04,6323,14522570,23061764.9592,97781137244,0.00023585085640446572
2022-04-05,6436,14529006,47595097.7804,99459066254,0.0004785395597707599
2022-04-06,6418,14535424,20749035.7217,99139016543,0.00020929232955120582
2022-04-07,6422,14541846,23100623.865,99243188810,0.00023276785179913848
2022-04-08,6338,14548184,18562899.8871,97858557778,0.00018969112470685937
2022-04-09,6429,14554613,11977135.3559,99357632703,0.00012054569971188901
2022-04-10,6401,14561014,14355723.2883,98912391764,0.00014513574115720542
2022-04-11,6447,14567461,15596943.4167,99678938012,0.00015647180565690156
2022-04-12,6446,14573907,14630151.3877,99574973446,0.00014692598834218122
2022-04-13,6312,14580219,14696735.1459,97411964635,0.00015087197143562672
2022-04-14,6408,14586627,16055608.9105,99046431612,0.00016210184101730706
2022-04-15,6421,14593048,12614277.944,99114148066,0.00012727020501250908
2022-04-16,6404,14599452,11477305.2928,99041056691,0.00011588431784010801
2022-04-17,6431,14605883,9197175.2025,99440102539,9.248959894116065e-05
2022-04-18,6350,14612233,11637472.7871,98097275103,0.00011863196785925916
2022-04-19,6409,14618642,13402155.5793,99084068724,0.00013526044854528414
2022-04-20,6424,14625066,23210032.2949,99263808769,0.00023382169778426307
2022-04-21,6290,14631356,19176447.6709,97053544703,0.00019758626776160643
2022-04-22,6414,14637770,17178864.9473,98975211245,0.000173567348139081
2022-04-23,6371,14644141,10212413.9022,98323964764,0.00010386495221904578
2022-04-24,6373,14650514,10304553.1038,98465986133,0.0001046508902056943
2022-04-25,6342,14656856,16343567.4816,97902644367,0.0001669369360477552
2022-04-26,6320,14663176,14564292.0871,97658484485,0.0001491349385965233
2022-04-27,6381,14669557,15287754.5198,98335246396,0.00015546566546684185
2022-04-28,6348,14675905,15738480.3748,98039520755,0.00016053200029537415
2022-04-29,6376,14682281,15663227.4748,98434881972,0.0001591227333340577
2022-04-30,6348,14688629,13896001.445,98153074828,0.00014157479497561197
2022-05-01,6381,14695010,222940883.3972,98510792669,0.0022631112526552274
2022-05-02,6358,14701368,19528638.8233,98180337177,0.00019890580318637197
2022-05-03,6337,14707705,17741045.017,97777976434,0.0001814421372176298
2022-05-04,6258,14713963,14038308.8052,96683775665,0.00014519818561742345
