healthBin,account,borrowUSD,pctAccount,pctBorrowUSD,date
"(7.5, 8.0]",2,0.5870639117376086,0.15847860538827258,2.0880566511560603e-06,2019-11-23
"(8.0, 8.5]",4,10.177739103574353,0.31695721077654515,3.619996972058488e-05,2019-11-23
"(8.5, 9.0]",2,0.11693146150840877,0.15847860538827258,4.158993783306513e-07,2019-11-23
"(9.0, 9.5]",1,0.0002807551027957691,0.07923930269413629,9.985838816144584e-10,2019-11-23
"(9.5, 10.0]",1,0.0005028721802459103,0.07923930269413629,1.788605260261913e-09,2019-11-23
"(10.0, inf]",219,43542.3596360293,17.35340729001585,0.15487055468276995,2019-11-23
"(0.0, 0.5]",1,0.004441479754486143,0.07923930269413629,1.618305596957721e-08,2019-11-24
"(0.5, 1.0]",52,218.42621123929513,4.120443740095087,0.0007958616940982019,2019-11-24
"(1.0, 1.5]",530,9822812.950568482,41.996830427892235,35.79057893873679,2019-11-24
"(1.5, 2.0]",207,13976766.602579374,16.40253565768621,50.925999600650705,2019-11-24
"(2.0, 2.5]",93,3367549.712946267,7.369255150554675,12.27006504530339,2019-11-24
"(2.5, 3.0]",49,52899.21117351997,3.882725832012678,0.192744522656639,2019-11-24
"(3.0, 3.5]",28,93307.50316731812,2.218700475435816,0.3399769062581062,2019-11-24
"(3.5, 4.0]",15,22225.137441603925,1.1885895404120443,0.0809799127837372,2019-11-24
"(4.0, 4.5]",13,30967.024239666236,1.0301109350237718,0.11283200964173985,2019-11-24
"(4.5, 5.0]",11,765.419674356935,0.8716323296354992,0.002788896970164606,2019-11-24
"(5.0, 5.5]",13,1356.6293925765222,1.0301109350237718,0.004943039393090604,2019-11-24
"(5.5, 6.0]",5,6.348699102695386,0.39619651347068147,2.313223488391443e-05,2019-11-24
"(6.0, 6.5]",4,2269.7455457441843,0.31695721077654515,0.008270085924938848,2019-11-24
"(6.5, 7.0]",4,0.0685370094017767,0.31695721077654515,2.4972268713284134e-07,2019-11-24
"(7.0, 7.5]",6,44.57984999868835,0.4754358161648178,0.00016243194780195434,2019-11-24
"(7.5, 8.0]",7,33405.382741193054,0.554675118858954,0.12171645678218804,2019-11-24
"(8.0, 8.5]",0,0.0,0.0,0.0,2019-11-24
"(8.5, 9.0]",2,0.10876270207213827,0.15847860538827258,3.96289748536634e-07,2019-11-24
"(9.0, 9.5]",1,1.0262612619800027,0.07923930269413629,3.739304096851116e-06,2019-11-24
"(9.5, 10.0]",2,0.5366852654174856,0.15847860538827258,1.9554761404745854e-06,2019-11-24
"(10.0, inf]",219,40651.022824318155,17.35340729001585,0.14811680204599112,2019-11-24
"(0.0, 0.5]",1,0.004485713937380917,0.0784313725490196,1.657999385868484e-08,2019-11-25
"(0.5, 1.0]",31,34.01694265812195,2.431372549019608,0.00012573264997192408,2019-11-25
"(1.0, 1.5]",525,8117922.754334122,41.17647058823529,30.005281498339137,2019-11-25
"(1.5, 2.0]",246,18212438.739177294,19.294117647058822,67.31640195128907,2019-11-25
"(2.0, 2.5]",94,373628.86153237213,7.372549019607844,1.380998502381337,2019-11-25
"(2.5, 3.0]",52,113613.50911723143,4.07843137254902,0.4199356690425019,2019-11-25
"(3.0, 3.5]",24,61889.86786545016,1.8823529411764703,0.22875592234557657,2019-11-25
"(3.5, 4.0]",13,19356.63818604939,1.019607843137255,0.07154556592988341,2019-11-25
"(4.0, 4.5]",13,98002.78433857419,1.019607843137255,0.3622356630740256,2019-11-25
"(4.5, 5.0]",13,10897.142501432827,1.019607843137255,0.040277770333357596,2019-11-25
"(5.0, 5.5]",10,233.77542625624824,0.7843137254901961,0.0008640754149166969,2019-11-25
"(5.5, 6.0]",7,1428.5483303320236,0.5490196078431373,0.005280167856082376,2019-11-25
"(6.0, 6.5]",4,4.348681897920141,0.3137254901960784,1.6073499150279673e-05,2019-11-25
"(6.5, 7.0]",4,2264.855281635139,0.3137254901960784,0.008371306593448459,2019-11-25
"(7.0, 7.5]",9,45.88142724966794,0.7058823529411765,0.00016958588814322588,2019-11-25
"(7.5, 8.0]",3,3.2205749292148624,0.2352941176470588,1.1903815823572971e-05,2019-11-25
"(8.0, 8.5]",2,2.9403487465858076,0.1568627450980392,1.0868050179153572e-05,2019-11-25
"(8.5, 9.0]",2,0.10806880148039615,0.1568627450980392,3.994414467514103e-07,2019-11-25
"(9.0, 9.5]",2,3649.9832758004654,0.1568627450980392,0.013490985190287925,2019-11-25
"(9.5, 10.0]",1,0.0002638377993132435,0.0784313725490196,9.7519127464838e-10,2019-11-25
"(10.0, inf]",219,39561.50664584937,17.176470588235293,0.1462263413104494,2019-11-25
"(0.0, 0.5]",1,0.004638620492055199,0.07892659826361484,1.7322298641312855e-08,2019-11-26
"(0.5, 1.0]",29,24.795469669155672,2.2888713496448303,9.259531606355397e-05,2019-11-26
"(1.0, 1.5]",535,7615350.325233313,42.22573007103394,28.438492180562857,2019-11-26
"(1.5, 2.0]",226,17891810.424402658,17.837411207576952,66.81453762731518,2019-11-26
"(2.0, 2.5]",97,947336.898380118,7.655880031570639,3.5377010677596457,2019-11-26
"(2.5, 3.0]",53,91707.08983735961,4.183109707971586,0.34246767986501325,2019-11-26
"(3.0, 3.5]",22,64215.1546173165,1.7363851617995265,0.23980277918498005,2019-11-26
"(3.5, 4.0]",13,5178.998453886343,1.0260457774269929,0.01934026679586557,2019-11-26
"(4.0, 4.5]",12,104838.29333384664,0.9471191791633782,0.39150437706315366,2019-11-26
"(4.5, 5.0]",13,685.5783111574852,1.0260457774269929,0.0025601991514971187,2019-11-26
"(5.0, 5.5]",11,238.5943548180315,0.8681925808997633,0.0008909982343604328,2019-11-26
"(5.5, 6.0]",7,1929.7547243408746,0.5524861878453038,0.007206407098138436,2019-11-26
"(6.0, 6.5]",4,0.7851431751943098,0.31570639305445936,2.932010622597536e-06,2019-11-26
"(6.5, 7.0]",5,2295.4767365198213,0.3946329913180742,0.008572146314251523,2019-11-26
"(7.0, 7.5]",8,12.815514370024202,0.6314127861089187,4.785779900291828e-05,2019-11-26
"(7.5, 8.0]",3,3.2541748435524256,0.23677979479084454,1.2152274273700566e-05,2019-11-26
"(8.0, 8.5]",4,8917.207045675086,0.31570639305445936,0.033300099405882765,2019-11-26
"(8.5, 9.0]",1,0.00528126328645477,0.07892659826361484,1.9722160932988495e-08,2019-11-26
"(9.0, 9.5]",2,3706.963125971361,0.15785319652722968,0.01384315065877703,2019-11-26
"(9.5, 10.0]",1,0.00026300678885642374,0.07892659826361484,9.821631558491962e-10,2019-11-26
"(10.0, inf]",220,40067.17990731973,17.363851617995266,0.14962544516382545,2019-11-26
"(0.0, 0.5]",1,0.004935758535555318,0.07861635220125787,1.8188726082808836e-08,2019-11-27
"(0.5, 1.0]",1,6.255660382461682,0.07861635220125787,2.3052686298170606e-05,2019-11-27
"(1.0, 1.5]",557,7251123.84467826,43.789308176100626,26.721061099991168,2019-11-27
"(1.5, 2.0]",236,10511548.686136656,18.553459119496853,38.73602778194617,2019-11-27
"(2.0, 2.5]",98,9039319.509849353,7.70440251572327,33.31072728847374,2019-11-27
"(2.5, 3.0]",46,72597.61181477258,3.6163522012578615,0.26752890483862,2019-11-27
"(3.0, 3.5]",23,66957.26817461383,1.8081761006289307,0.2467437175680644,2019-11-27
"(3.5, 4.0]",13,3301.799400001357,1.022012578616352,0.012167435751645911,2019-11-27
"(4.0, 4.5]",15,105670.88079170478,1.179245283018868,0.38940695575036255,2019-11-27
"(4.5, 5.0]",10,426.50338804704165,0.7861635220125787,0.0015717043778975645,2019-11-27
"(5.0, 5.5]",8,29921.11927880114,0.628930817610063,0.11026208813351808,2019-11-27
"(5.5, 6.0]",12,840.0272322011461,0.9433962264150944,0.0030955779377257707,2019-11-27
"(6.0, 6.5]",1,1103.7789525128483,0.07861635220125787,0.0040675273878581445,2019-11-27
"(6.5, 7.0]",6,47.05806981123842,0.4716981132075472,0.00017341333365814902,2019-11-27
"(7.0, 7.5]",10,2232.490551206731,0.7861635220125787,0.008226933879736397,2019-11-27
"(7.5, 8.0]",4,9486.062854895927,0.3144654088050315,0.0349570177773288,2019-11-27
"(8.0, 8.5]",3,3.00990554449852,0.2358490566037736,1.1091779934054593e-05,2019-11-27
"(8.5, 9.0]",2,1.0290605933725032,0.15723270440251574,3.79218333324714e-06,2019-11-27
"(9.0, 9.5]",0,0.0,0.0,0.0,2019-11-27
"(9.5, 10.0]",2,0.0007664142204830153,0.15723270440251574,2.8243071904583423e-09,2019-11-27
"(10.0, inf]",224,41774.96248235711,17.61006289308176,0.15394459518991058,2019-11-27
"(0.0, 0.5]",1,0.005160621386910216,0.07867820613690008,1.8773935963954688e-08,2019-11-28
"(0.5, 1.0]",7,726.7384469284938,0.5507474429583006,0.002643817486744217,2019-11-28
"(1.0, 1.5]",548,8153504.573230989,43.115656963021245,29.66181032538387,2019-11-28
"(1.5, 2.0]",240,9993991.581845092,18.88276947285602,36.35735775109794,2019-11-28
"(2.0, 2.5]",95,8962529.515226483,7.474429583005507,32.60497962914078,2019-11-28
"(2.5, 3.0]",51,86234.62513433959,4.012588512981904,0.313714804626859,2019-11-28
"(3.0, 3.5]",25,67050.58687596316,1.9669551534225018,0.2439247776532949,2019-11-28
"(3.5, 4.0]",12,35556.159301859116,0.9441384736428009,0.12935051960030342,2019-11-28
"(4.0, 4.5]",13,37166.740393376596,1.0228166797797011,0.13520968732642272,2019-11-28
"(4.5, 5.0]",10,65647.3600362395,0.7867820613690008,0.23881994843666302,2019-11-28
"(5.0, 5.5]",12,30523.2727741132,0.9441384736428009,0.11104127303836492,2019-11-28
"(5.5, 6.0]",9,1830.8984008070236,0.7081038552321007,0.0066606648223496425,2019-11-28
"(6.0, 6.5]",2,300.7439977252163,0.15735641227380015,0.0010940830825447213,2019-11-28
"(6.5, 7.0]",8,2296.2655240384743,0.6294256490952006,0.008353633927472848,2019-11-28
"(7.0, 7.5]",7,4.231253479544103,0.5507474429583006,1.5392968388208456e-05,2019-11-28
"(7.5, 8.0]",2,0.9080361584167524,0.15735641227380015,3.303364345679737e-06,2019-11-28
"(8.0, 8.5]",3,9920.07778500858,0.23603461841070023,0.036088465153748875,2019-11-28
"(8.5, 9.0]",3,1.1623976122205277,0.23603461841070023,4.228711370269274e-06,2019-11-28
"(9.0, 9.5]",1,0.0002691706417228739,0.07867820613690008,9.792216890585354e-10,2019-11-28
"(9.5, 10.0]",1,0.0005035290246962304,0.07867820613690008,1.8317991103973335e-09,2019-11-28
"(10.0, inf]",221,40937.57077710514,17.38788355625492,0.14892767259358836,2019-11-28
"(0.0, 0.5]",1,0.005146819213267865,0.07892659826361484,1.8261664148757108e-08,2019-11-29
"(0.5, 1.0]",3,15.22235959952754,0.23677979479084454,5.4011148835686324e-05,2019-11-29
"(1.0, 1.5]",554,8287345.718517561,43.72533543804262,29.404709574035582,2019-11-29
"(1.5, 2.0]",240,10570126.331522958,18.94238358326756,37.50434765196408,2019-11-29
"(2.0, 2.5]",92,8951301.361292183,7.261247040252565,31.760520892755633,2019-11-29
"(2.5, 3.0]",52,117323.66990221053,4.1041831097079715,0.4162814677715209,2019-11-29
"(3.0, 3.5]",24,55333.707481423415,1.8942383583267564,0.19633205291656944,2019-11-29
"(3.5, 4.0]",12,1551.8142921544934,0.9471191791633782,0.005506063113993377,2019-11-29
"(4.0, 4.5]",14,114394.95222233597,1.1049723756906076,0.4058899509064009,2019-11-29
"(4.5, 5.0]",10,129.68395838922234,0.7892659826361484,0.00046013757146944794,2019-11-29
"(5.0, 5.5]",9,30840.406301987183,0.7103393843725335,0.10942625314024036,2019-11-29
"(5.5, 6.0]",8,19.39098119963998,0.6314127861089187,6.880202538877459e-05,2019-11-29
"(6.0, 6.5]",3,1911.1761054870228,0.23677979479084454,0.006781131164965435,2019-11-29
"(6.5, 7.0]",8,56.04739101538037,0.6314127861089187,0.00019886430603554872,2019-11-29
"(7.0, 7.5]",9,2238.0395798792924,0.7103393843725335,0.007940890376336211,2019-11-29
"(7.5, 8.0]",1,0.42681486168954835,0.07892659826361484,1.5144012903697638e-06,2019-11-29
"(8.0, 8.5]",2,2.767142899491976,0.15785319652722968,9.818226012655255e-06,2019-11-29
"(8.5, 9.0]",3,1.183036410015398,0.23677979479084454,4.197585479544242e-06,2019-11-29
"(9.0, 9.5]",1,0.0002743019446757119,0.07892659826361484,9.73263248902483e-10,2019-11-29
"(9.5, 10.0]",1,0.0005036574113898452,0.07892659826361484,1.7870498480155293e-09,2019-11-29
"(10.0, inf]",220,51144.0972289675,17.363851617995266,0.1814667055681901,2019-11-29
"(0.0, 0.5]",1,0.00482530114834275,0.07867820613690008,1.7508538982494886e-08,2019-11-30
"(0.5, 1.0]",6,26.03277239924553,0.47206923682140045,9.445955731304985e-05,2019-11-30
"(1.0, 1.5]",556,8309885.372913712,43.74508261211644,30.152305010370945,2019-11-30
"(1.5, 2.0]",232,10230949.230543891,18.25334382376082,37.12285884839035,2019-11-30
"(2.0, 2.5]",98,8414035.042118719,7.710464201416207,30.53021065547583,2019-11-30
"(2.5, 3.0]",48,345251.16782039957,3.7765538945712036,1.2527391233625804,2019-11-30
"(3.0, 3.5]",25,54646.18902898518,1.9669551534225018,0.1982829467933573,2019-11-30
"(3.5, 4.0]",14,12275.866745200483,1.1014948859166012,0.04454281398085876,2019-11-30
"(4.0, 4.5]",13,102181.72042879154,1.0228166797797011,0.3707649699833431,2019-11-30
"(4.5, 5.0]",10,229.34022677176702,0.7867820613690008,0.0008321578648136384,2019-11-30
"(5.0, 5.5]",8,29659.57739261809,0.6294256490952006,0.10761936944833589,2019-11-30
"(5.5, 6.0]",12,1949.9321347176094,0.9441384736428009,0.007075301985172113,2019-11-30
"(6.0, 6.5]",1,0.46872167078513327,0.07867820613690008,1.7007501485581283e-06,2019-11-30
"(6.5, 7.0]",6,2274.51138619382,0.47206923682140045,0.00825303334383188,2019-11-30
"(7.0, 7.5]",9,15.179971789057278,0.7081038552321007,5.5080319269433334e-05,2019-11-30
"(7.5, 8.0]",3,0.8887346966747351,0.23603461841070023,3.224761647709719e-06,2019-11-30
"(8.0, 8.5]",1,2.764545156382352,0.07867820613690008,1.0031114152535722e-05,2019-11-30
"(8.5, 9.0]",2,0.112804018279645,0.15735641227380015,4.093078319286985e-07,2019-11-30
"(9.0, 9.5]",1,1.0253902656023017,0.07867820613690008,3.7206145037672253e-06,2019-11-30
"(9.5, 10.0]",3,9272.907382259926,0.23603461841070023,0.03364661715240786,2019-11-30
"(10.0, inf]",222,47044.55110088115,17.466561762391816,0.1707005079147534,2019-11-30
"(0.0, 0.5]",1,0.004905091254291632,0.07861635220125787,1.789429783122893e-08,2019-12-01
"(0.5, 1.0]",5,17.026600836413543,0.39308176100628933,6.211486201274266e-05,2019-12-01
"(1.0, 1.5]",560,7959913.611490702,44.0251572327044,29.03861671283784,2019-12-01
"(1.5, 2.0]",238,10333630.645497788,18.71069182389937,37.69819048456338,2019-12-01
"(2.0, 2.5]",94,8501321.738589387,7.3899371069182385,31.01373150118663,2019-12-01
"(2.5, 3.0]",51,346975.7686236236,4.009433962264151,1.265804736769847,2019-12-01
"(3.0, 3.5]",21,49816.89384297969,1.650943396226415,0.18173736006910035,2019-12-01
"(3.5, 4.0]",17,28743.273205292015,1.3364779874213837,0.10485853671526768,2019-12-01
"(4.0, 4.5]",13,101998.76222070176,1.022012578616352,0.3721024003369993,2019-12-01
"(4.5, 5.0]",9,876.8448696074496,0.7075471698113208,0.0031988239229622127,2019-12-01
"(5.0, 5.5]",11,34371.61346374177,0.8647798742138365,0.12539132431469854,2019-12-01
"(5.5, 6.0]",10,1949.2122425139764,0.7861635220125787,0.007110934862487056,2019-12-01
"(6.0, 6.5]",2,2.4277512899528184,0.15723270440251574,8.856696520081308e-06,2019-12-01
"(6.5, 7.0]",4,2270.384964620732,0.3144654088050315,0.008282607324159695,2019-12-01
"(7.0, 7.5]",9,4.382364781414298,0.7075471698113208,1.5987335716762486e-05,2019-12-01
"(7.5, 8.0]",3,3.1594440786495674,0.2358490566037736,1.1525990117921401e-05,2019-12-01
"(8.0, 8.5]",2,0.5621573059314344,0.15723270440251574,2.0508100132769282e-06,2019-12-01
"(8.5, 9.0]",1,0.005239691663982298,0.07861635220125787,1.9114955934218834e-08,2019-12-01
"(9.0, 9.5]",1,0.9747753949755803,0.07861635220125787,3.5560849598843734e-06,2019-12-01
"(9.5, 10.0]",1,0.0005039124059251313,0.07861635220125787,1.8383263847713351e-09,2019-12-01
"(10.0, inf]",219,49579.26002494297,17.21698113207547,0.18087044646968448,2019-12-01
"(0.0, 0.5]",1,0.004650529257680007,0.07849293563579278,1.6828337937529658e-08,2019-12-02
"(0.5, 1.0]",15,18.07291328516631,1.1773940345368918,6.539838272733969e-05,2019-12-02
"(1.0, 1.5]",553,8217588.078148162,43.40659340659341,29.73604541507165,2019-12-02
"(1.5, 2.0]",238,18424706.93718397,18.681318681318682,66.67137815052817,2019-12-02
"(2.0, 2.5]",94,397859.8215868444,7.378335949764521,1.439689798396999,2019-12-02
"(2.5, 3.0]",47,334624.5471553438,3.6891679748822606,1.2108675485534217,2019-12-02
"(3.0, 3.5]",23,51484.16908245339,1.805337519623234,0.18629986991731262,2019-12-02
"(3.5, 4.0]",16,36533.460086751875,1.2558869701726845,0.13219945049304213,2019-12-02
"(4.0, 4.5]",12,100474.00246764443,0.9419152276295133,0.3635737727419863,2019-12-02
"(4.5, 5.0]",10,1069.5382387982172,0.7849293563579277,0.0038702156082306995,2019-12-02
"(5.0, 5.5]",10,4.690637889122679,0.7849293563579277,1.6973474451403744e-05,2019-12-02
"(5.5, 6.0]",10,28883.434797142625,0.7849293563579277,0.10451717957912571,2019-12-02
"(6.0, 6.5]",3,2.5697514937969888,0.23547880690737832,9.298865603666942e-06,2019-12-02
"(6.5, 7.0]",3,2272.710158333607,0.23547880690737832,0.008223996121588554,2019-12-02
"(7.0, 7.5]",9,4.170350073278717,0.7064364207221351,1.5090768482971827e-05,2019-12-02
"(7.5, 8.0]",2,3.150254380576425,0.15698587127158556,1.139946495723584e-05,2019-12-02
"(8.0, 8.5]",1,0.4403614500695487,0.07849293563579278,1.5934855767637582e-06,2019-12-02
"(8.5, 9.0]",3,0.2519497699335353,0.23547880690737832,9.117017949564567e-07,2019-12-02
"(9.0, 9.5]",0,0.0,0.0,0.0,2019-12-02
"(9.5, 10.0]",2,0.9430607711172639,0.15698587127158556,3.412546072208931e-06,2019-12-02
"(10.0, inf]",222,39576.37750507488,17.425431711145997,0.14321050747047537,2019-12-02
"(0.0, 0.5]",1,0.004622156195360053,0.07892659826361484,1.7100322519432702e-08,2019-12-03
"(0.5, 1.0]",13,7.963692458737598,1.0260457774269929,2.9462809938507227e-05,2019-12-03
"(1.0, 1.5]",557,8277532.963097115,43.96211523283347,30.623907404143846,2019-12-03
"(1.5, 2.0]",229,14642798.616716765,18.074191002367797,54.1731106327216,2019-12-03
"(2.0, 2.5]",92,3489536.3520738357,7.261247040252565,12.910034741718407,2019-12-03
"(2.5, 3.0]",47,373406.32909932017,3.7095501183898976,1.3814696839552392,2019-12-03
"(3.0, 3.5]",23,49286.4089509642,1.8153117600631412,0.18234206142410334,2019-12-03
"(3.5, 4.0]",13,14890.437804630023,1.0260457774269929,0.05508928693719571,2019-12-03
"(4.0, 4.5]",11,100033.65382401051,0.8681925808997633,0.37008869256842813,2019-12-03
"(4.5, 5.0]",11,9755.780673457299,0.8681925808997633,0.03609289450504448,2019-12-03
"(5.0, 5.5]",12,1072.0119558538331,0.9471191791633782,0.003966060300642957,2019-12-03
"(5.5, 6.0]",10,29342.82424391448,0.7892659826361484,0.10855794070863933,2019-12-03
"(6.0, 6.5]",3,2.6373467645194153,0.23677979479084454,9.757238475440834e-06,2019-12-03
"(6.5, 7.0]",4,2257.957044686993,0.31570639305445936,0.008353632388696235,2019-12-03
"(7.0, 7.5]",8,4.145425194261733,0.6314127861089187,1.533658855432418e-05,2019-12-03
"(7.5, 8.0]",2,3.146603366132437,0.15785319652722968,1.1641305513563625e-05,2019-12-03
"(8.0, 8.5]",1,0.4569882645634174,0.07892659826361484,1.6906929106971766e-06,2019-12-03
"(8.5, 9.0]",3,0.25162590958974135,0.23677979479084454,9.309257468515748e-07,2019-12-03
"(9.0, 9.5]",1,0.9783877285681185,0.07892659826361484,3.6196841907603966e-06,2019-12-03
"(9.5, 10.0]",1,0.0005041691626358812,0.07892659826361484,1.8652453359496e-09,2019-12-03
"(10.0, inf]",225,39710.46825238185,17.75848460931334,0.14691451041725898,2019-12-03
"(0.0, 0.5]",1,0.0043142950607103995,0.07892659826361484,1.5835513056536452e-08,2019-12-04
"(0.5, 1.0]",16,8.362950511675324,1.2628255722178374,3.069600251147319e-05,2019-12-04
"(1.0, 1.5]",537,8282547.495633349,42.38358326756117,30.400885234513474,2019-12-04
"(1.5, 2.0]",245,18092620.593385056,19.337016574585636,66.40851531984295,2019-12-04
"(2.0, 2.5]",89,309660.1676938444,7.02446724546172,1.1365999681527812,2019-12-04
"(2.5, 3.0]",54,354838.403524271,4.262036306235202,1.3024255626697683,2019-12-04
"(3.0, 3.5]",22,11156.156345559753,1.7363851617995265,0.04094839527312807,2019-12-04
"(3.5, 4.0]",13,92394.57267729387,1.0260457774269929,0.3391319882844253,2019-12-04
"(4.0, 4.5]",9,21748.22507452813,0.7103393843725335,0.07982632093491425,2019-12-04
"(4.5, 5.0]",8,119.57777372084252,0.6314127861089187,0.00043890725376492074,2019-12-04
"(5.0, 5.5]",15,1408.696267964491,1.1838989739542225,0.005170584725925698,2019-12-04
"(5.5, 6.0]",6,28069.33650584866,0.4735595895816891,0.1030278037250171,2019-12-04
"(6.0, 6.5]",6,24.305577744468938,0.4735595895816891,8.921302050579333e-05,2019-12-04
"(6.5, 7.0]",4,2279.112429647846,0.31570639305445936,0.008365425667260734,2019-12-04
"(7.0, 7.5]",5,4.424532215303033,0.3946329913180742,1.6240135799372138e-05,2019-12-04
"(7.5, 8.0]",3,2.4761087930185086,0.23677979479084454,9.088495934905493e-06,2019-12-04
"(8.0, 8.5]",2,0.4668552082099665,0.15785319652722968,1.7135804670493824e-06,2019-12-04
"(8.5, 9.0]",3,0.5782745937122528,0.23677979479084454,2.122542559128035e-06,2019-12-04
"(9.0, 9.5]",0,0.0,0.0,0.0,2019-12-04
"(9.5, 10.0]",1,0.0005042912563716044,0.07892659826361484,1.850988553679213e-09,2019-12-04
"(10.0, inf]",228,47545.72300441661,17.995264404104184,0.17451539749229142,2019-12-04
"(0.0, 0.5]",1,0.004368525339319854,0.07830853563038372,1.5926466546584646e-08,2019-12-05
"(0.5, 1.0]",13,16.50100693957441,1.0180109631949883,6.0158226082078604e-05,2019-12-05
"(1.0, 1.5]",545,7725491.536784511,42.678151918559124,28.165060966700878,2019-12-05
"(1.5, 2.0]",238,18405592.301899448,18.637431480031324,67.10183123532401,2019-12-05
"(2.0, 2.5]",99,746676.9467835136,7.752545027407988,2.722183000065893,2019-12-05
"(2.5, 3.0]",50,365178.4098056263,3.915426781519186,1.331342106444046,2019-12-05
"(3.0, 3.5]",23,17839.248168262016,1.8010963194988252,0.06503709309198631,2019-12-05
"(3.5, 4.0]",13,78830.74597621341,1.0180109631949883,0.287395663550837,2019-12-05
"(4.0, 4.5]",10,36099.21257762387,0.7830853563038371,0.13160800426193403,2019-12-05
"(4.5, 5.0]",8,150.13588912999333,0.6264682850430697,0.0005473550065393146,2019-12-05
"(5.0, 5.5]",14,1394.2680606627584,1.096319498825372,0.005083125746175514,2019-12-05
"(5.5, 6.0]",7,1616.6000205558455,0.548159749412686,0.005893688177759155,2019-12-05
"(6.0, 6.5]",4,24.39813764512281,0.31323414252153486,8.894903722007807e-05,2019-12-05
"(6.5, 7.0]",6,2282.726887750296,0.4698512137823023,0.008322207287094435,2019-12-05
"(7.0, 7.5]",5,3.5065450224550427,0.39154267815191857,1.2783918520870494e-05,2019-12-05
"(7.5, 8.0]",4,3.3943863201759448,0.31323414252153486,1.2375018106884454e-05,2019-12-05
"(8.0, 8.5]",2,0.4767724161358021,0.15661707126076743,1.7381837911242162e-06,2019-12-05
"(8.5, 9.0]",3,0.5828555707876634,0.23492560689115116,2.124934395158043e-06,2019-12-05
"(9.0, 9.5]",0,0.0,0.0,0.0,2019-12-05
"(9.5, 10.0]",3,0.9714955597919113,0.23492560689115116,3.541811099026461e-06,2019-12-05
"(10.0, inf]",229,48142.302902105315,17.93265465935787,0.17551386728714735,2019-12-05
"(0.0, 0.5]",1,0.004527678301531422,0.078125,1.646676246894814e-08,2019-12-06
"(0.5, 1.0]",8,16.193114741310122,0.625,5.889291515861153e-05,2019-12-06
"(1.0, 1.5]",549,7812946.732485556,42.890625,28.414990964103794,2019-12-06
"(1.5, 2.0]",242,18476523.155999098,18.90625,67.19746806193133,2019-12-06
"(2.0, 2.5]",103,663352.2552875434,8.046875,2.412553033497629,2019-12-06
"(2.5, 3.0]",49,352854.04855053074,3.8281250000000004,1.2832987276774972,2019-12-06
"(3.0, 3.5]",20,21068.24018884031,1.5625,0.07662331193252796,2019-12-06
"(3.5, 4.0]",13,15029.31629045378,1.015625,0.05466028391237232,2019-12-06
"(4.0, 4.5]",12,100281.06199354687,0.9375,0.3647132852665503,2019-12-06
"(4.5, 5.0]",9,139.19460106466,0.703125,0.0005062383588331547,2019-12-06
"(5.0, 5.5]",10,1088.340177316644,0.78125,0.003958196230333858,2019-12-06
"(5.5, 6.0]",9,1631.0088944239449,0.703125,0.005931833990974287,2019-12-06
"(6.0, 6.5]",3,6.088882534207199,0.234375,2.21447231262442e-05,2019-12-06
"(6.5, 7.0]",4,2240.81798293707,0.3125,0.008149655298763532,2019-12-06
"(7.0, 7.5]",7,3.510135653569087,0.546875,1.276605054329014e-05,2019-12-06
"(7.5, 8.0]",4,3.7686981782139095,0.3125,1.370641940192962e-05,2019-12-06
"(8.0, 8.5]",1,0.4526888594191053,0.078125,1.6463890373731165e-06,2019-12-06
"(8.5, 9.0]",3,0.2542631055441539,0.234375,9.247322545412551e-07,2019-12-06
"(9.0, 9.5]",1,0.969117203503156,0.078125,3.5245928999107792e-06,2019-12-06
"(9.5, 10.0]",2,0.7479604336641827,0.15625,2.7202654378412146e-06,2019-12-06
"(10.0, inf]",230,48675.9426231449,17.96875,0.17703006524477852,2019-12-06
"(0.0, 0.5]",1,0.004466591972321582,0.078064012490242,1.761160314087276e-08,2019-12-07
"(0.5, 1.0]",16,24.356742083551314,1.249024199843872,9.603771243002986e-05,2019-12-07
"(1.0, 1.5]",543,7831095.484400407,42.38875878220141,30.877713183605515,2019-12-07
"(1.5, 2.0]",240,15919005.036270222,18.735362997658083,62.76803451796488,2019-12-07
"(2.0, 2.5]",106,1066803.2812483246,8.274785323965652,4.20636497247832,2019-12-07
"(2.5, 3.0]",49,358979.5850416233,3.825136612021858,1.4154429208231851,2019-12-07
"(3.0, 3.5]",19,14550.676692397903,1.483216237314598,0.05737276763260364,2019-12-07
"(3.5, 4.0]",12,12044.313811853517,0.936768149882904,0.04749027362986191,2019-12-07
"(4.0, 4.5]",12,102290.72025385145,0.936768149882904,0.4033284395056365,2019-12-07
"(4.5, 5.0]",9,140.57000485772514,0.702576112412178,0.0005542622102949882,2019-12-07
"(5.0, 5.5]",14,1095.547762648525,1.092896174863388,0.004319703375011516,2019-12-07
"(5.5, 6.0]",6,1640.2098301830847,0.468384074941452,0.006467285298488649,2019-12-07
"(6.0, 6.5]",3,6.0127325438289265,0.234192037470726,2.3707976911776285e-05,2019-12-07
"(6.5, 7.0]",4,2227.534955429615,0.312256049960968,0.00878308604424805,2019-12-07
"(7.0, 7.5]",8,38.11126533748868,0.624512099921936,0.00015027127717947417,2019-12-07
"(7.5, 8.0]",3,3.286757102408793,0.234192037470726,1.2959558891156529e-05,2019-12-07
